sector,num_records,total,parent_sector
General Commercial,16.0,156977.0,Non-Residential
"Office Buildings, Hotels and Garages",2.0,5244.0,Non-Residential
Industrial,26.0,321519.0,Non-Residential
Other Non-Residential,43.0,765332.0,Non-Residential
Non-Residential,87.0,1249072.0,
Condos,240.0,2532325.0,Residential
Apartments,14.0,286923.0,Residential
Single/Multi-family Homes,2246.0,8328734.0,Residential
Residential,2500.0,11147982.0,
Unclassified,43.0,2168.0,
Total,2630.0,12399221.0,
