sector,num_records,total,parent_sector
General Commercial,53.0,653640.0,Non-Residential
"Office Buildings, Hotels and Garages",9.0,1926930.0,Non-Residential
Industrial,30.0,573145.0,Non-Residential
Other Non-Residential,86.0,760310.0,Non-Residential
Non-Residential,178.0,3914026.0,
Condos,123.0,1272197.0,Residential
Apartments,21.0,2897745.0,Residential
Single/Multi-family Homes,2800.0,9117259.0,Residential
Residential,2944.0,13287202.0,
Unclassified,70.0,-1620.0,
Total,3192.0,17199607.0,
