name,feb_fy22,feb_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted
us_government,478820.0,532106.0,13828819.0,25863176.0,-12034357.0,73656181.0,15.81
commonwealth_of_pa,161338.0,8129905.0,194795465.0,214848980.0,-20053515.0,34464535.0,84.97
other_governmental_units,,7220337.0,19930310.0,11643652.0,8286658.0,44171690.0,31.09
pica_transfer,7075545.0,33610976.0,291782272.0,300985931.0,-9203659.0,203729728.0,58.89
total_revenue_other_govts,7715703.0,49493324.0,520336866.0,553341739.0,-33004873.0,356022134.0,59.37
