name,jan_fy22,jan_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,40244586.0,40474114.0,93567521.0,95893656.0,-2326135.0,602948479.0,13.43,current
real_estate,2770046.0,1302221.0,13784347.0,12703726.0,1080621.0,14954653.0,47.96,prior
real_estate,43014632.0,41776335.0,107351868.0,108597382.0,-1245514.0,617903132.0,14.8,total
wage_city,178493154.0,136488417.0,955532922.0,854347139.0,101185783.0,564297078.0,62.87,current
wage_city,-1037106.0,-42550.0,-36247868.0,1497483.0,-37745351.0,4664868.0,114.77,prior
wage_city,177456048.0,136445867.0,919285054.0,855844622.0,63440432.0,568961946.0,61.77,total
wage_pica,57966911.0,43390062.0,307551634.0,271628672.0,35922962.0,180008366.0,63.08,current
wage_pica,-330477.0,-13527.0,-80867.0,486528.0,-567395.0,1580867.0,-5.39,prior
wage_pica,57636434.0,43376535.0,307470766.0,272115200.0,35355566.0,181589234.0,62.87,total
wage,235092483.0,179822402.0,1226755820.0,1127959822.0,98795998.0,750551180.0,62.04,total
earnings_city,504612.0,710139.0,1961255.0,5894542.0,-3933287.0,10038745.0,16.34,current
earnings_city,80452.0,121995.0,1620771.0,1713241.0,-92470.0,379229.0,81.04,prior
earnings_city,585064.0,832134.0,3582026.0,7607783.0,-4025757.0,10417974.0,25.59,total
earnings_pica,252881.0,385895.0,1082733.0,3207049.0,-2124316.0,6917267.0,13.53,current
earnings_pica,43964.0,66293.0,886648.0,931584.0,-44936.0,1113352.0,44.33,prior
earnings_pica,296845.0,452187.0,1969380.0,4138632.0,-2169252.0,8030620.0,19.69,total
earnings,881909.0,1284322.0,5551407.0,11746415.0,-6195009.0,18448593.0,23.13,total
net_profits_city,457250.0,654646.0,1416675.0,21940931.0,-20524256.0,31957325.0,4.24,current
net_profits_city,221598.0,172845.0,4376952.0,1199610.0,3177343.0,323048.0,93.13,prior
net_profits_city,678848.0,827491.0,5793627.0,23140541.0,-17346913.0,32280373.0,15.22,total
net_profits_pica,294066.0,597546.0,1701728.0,20158042.0,-18456313.0,27230272.0,5.88,current
net_profits_pica,198294.0,157769.0,3910598.0,1096691.0,2813907.0,689402.0,85.01,prior
net_profits_pica,492359.0,755315.0,5612326.0,21254733.0,-15642407.0,27919674.0,16.74,total
net_profits,1171208.0,1582807.0,11405953.0,44395273.0,-32989320.0,60200047.0,15.93,total
wage_earnings_net_profits,237145599.0,182689530.0,1243713180.0,1184101511.0,59611670.0,829199820.0,60.0,total
wage_earnings_net_profits_pica,58425639.0,44584038.0,315052473.0,297508565.0,17543908.0,217539527.0,59.15,total
wage_earnings_net_profits_city,178719961.0,138105493.0,928660708.0,886592946.0,42067762.0,611660292.0,60.29,total
birt,24533238.0,11941462.0,170900632.0,369009896.0,-198109264.0,-170900632.0,,current
birt,2469419.0,3749311.0,10543535.0,18497448.0,-7953913.0,-10543535.0,,prior
birt,27002657.0,15690773.0,181444167.0,387507343.0,-206063177.0,363797833.0,33.28,total
sales,14739309.0,14228731.0,145263781.0,121821415.0,23442366.0,92258219.0,61.16,total
amusement,1884346.0,82264.0,15364692.0,503742.0,14860950.0,1306308.0,92.16,total
tobacco,69839.0,45255.0,84045.0,94782.0,-10736.0,698955.0,10.73,total
parking,6940800.0,3564913.0,47867663.0,24450931.0,23416731.0,8853337.0,84.39,total
valet,121340.0,14957.0,964341.0,139833.0,824508.0,635659.0,60.27,total
real_estate_transfer,58258587.0,27222198.0,231134617.0,198299969.0,32834648.0,68325383.0,77.18,total
outdoor_ads,213495.0,179166.0,1988339.0,1462249.0,526090.0,453661.0,81.42,total
soda,6237707.0,5066855.0,46588081.0,39597749.0,6990332.0,-46588081.0,,current
soda,15457.0,82624.0,175462.0,153718.0,21743.0,,,prior
soda,6253163.0,5149478.0,46763542.0,39751467.0,7012075.0,27621458.0,62.87,total
construction,,,,,,7450000.0,0.0,impact
other_taxes,3330136.0,22300.0,4648277.0,37700.0,4610577.0,-4192277.0,1019.36,total
all_taxes,340548265.0,246081863.0,1711536039.0,1769259760.0,-57723722.0,1796771961.0,48.79,total
