name,jun_fy22,jun_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted
us_government,6714263.0,4552703.0,28583829.0,35603363.0,-6284236.0,59491628.0,32.77
commonwealth_of_pa,18420458.0,2897351.0,233165974.0,226426233.0,-1966021.0,-3187548.0,101.41
other_governmental_units,13804286.0,3258347.0,58014108.0,34177309.0,18939021.0,1481948.0,97.69
pica_transfer,49925167.0,73440024.0,556592480.0,514537009.0,46050296.0,-45227686.0,108.87
total_revenue_other_govts,88864174.0,84148424.0,876356391.0,810743914.0,56739060.0,12558342.0,98.59
