name,sep_fy18,sep_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted
us_government,626741.0,3455925.0,9788270.0,8457738.0,1330532.0,25787730.0,27.51
commonwealth_of_pa,72803498.0,72566586.0,129935536.0,125073984.0,4861552.0,91455464.0,58.69
other_governmental_units,,,127358.0,,127358.0,18454642.0,0.69
pica_transfer,29695724.0,31799828.0,92627625.0,95230814.0,-2603189.0,326585375.0,22.1
parking_receipts_ppa,4428538.0,2708536.0,13277511.0,14472889.0,-1195378.0,25484489.0,34.25
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,107554501.0,110530875.0,245756300.0,243235425.0,2520875.0,489767700.0,33.41
