name,nov_fy23,nov_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3750560.0,2864751.0,23796028.0,19389631.0,4406397.0,761445972.0,3.03,current
real_estate,1675834.0,1505463.0,12673004.0,8878344.0,3794660.0,15490996.0,45.0,prior
real_estate,5426394.0,4370214.0,36469032.0,28267975.0,8201057.0,776936968.0,4.48,total
wage_city,137332523.0,143182888.0,726847660.0,639585821.0,87261839.0,880963340.0,45.21,current
wage_city,-6903865.0,265135.0,-27765722.0,-36876113.0,9110391.0,30665722.0,-957.44,prior
wage_city,130428658.0,143448023.0,699081937.0,602709708.0,96372229.0,911629063.0,43.4,total
wage_pica,47991347.0,45852822.0,254070286.0,205377833.0,48692453.0,289512714.0,46.74,current
wage_pica,-2284344.0,84856.0,-9187095.0,-281605.0,-8905490.0,10187095.0,-918.71,prior
wage_pica,45707003.0,45937678.0,244883191.0,205096228.0,39786963.0,299699809.0,44.97,total
wage,176135661.0,189385701.0,943965128.0,807805936.0,136159193.0,1211328872.0,43.8,total
earnings_city,406379.0,360416.0,2051679.0,1189279.0,862400.0,9948321.0,17.1,current
earnings_city,155022.0,61253.0,1132591.0,1400751.0,-268160.0,1367409.0,45.3,prior
earnings_city,561401.0,421669.0,3184270.0,2590030.0,594240.0,11315730.0,21.96,total
earnings_pica,232280.0,197337.0,1178386.0,652732.0,525653.0,4821614.0,19.64,current
earnings_pica,85619.0,33472.0,625538.0,766416.0,-140878.0,874462.0,41.7,prior
earnings_pica,317899.0,230809.0,1803924.0,1419148.0,384776.0,5696076.0,24.05,total
earnings,879300.0,652478.0,4988193.0,4009178.0,979015.0,17011807.0,22.67,total
net_profits_city,631929.0,625497.0,9464956.0,1649335.0,7815621.0,22261044.0,29.83,current
net_profits_city,229191.0,130927.0,1253429.0,3994981.0,-2741552.0,3446571.0,26.67,prior
net_profits_city,861120.0,756424.0,10718385.0,5644316.0,5074069.0,25707615.0,29.43,total
net_profits_pica,594119.0,580394.0,8991953.0,1517934.0,7474020.0,17823047.0,33.53,current
net_profits_pica,207863.0,116900.0,1136787.0,3569112.0,-2432326.0,3863213.0,22.74,prior
net_profits_pica,801982.0,697294.0,10128740.0,5087046.0,5041694.0,21686260.0,31.84,total
net_profits,1663101.0,1453718.0,20847125.0,10731362.0,10115763.0,47393875.0,30.55,total
wage_earnings_net_profits,178678062.0,191491896.0,969800447.0,822546476.0,147253971.0,1275734553.0,43.19,total
wage_earnings_net_profits_pica,46826883.0,46865781.0,256815854.0,211602422.0,45213433.0,327082146.0,43.98,total
wage_earnings_net_profits_city,131851179.0,144626116.0,712984592.0,610944054.0,102040538.0,948652408.0,42.91,total
birt,10144449.0,16477362.0,94700114.0,81609164.0,13090950.0,,,current
birt,1631990.0,773562.0,7080862.0,6324690.0,756172.0,,,prior
birt,11776439.0,17250924.0,101780976.0,87933854.0,13847122.0,529749024.0,16.12,total
sales,17505583.0,17203237.0,119616153.0,114716824.0,4899329.0,158025847.0,43.08,total
amusement,1730938.0,1465514.0,15908861.0,12025799.0,3883062.0,6792139.0,70.08,total
tobacco,15919.0,212.0,67953.0,7692.0,60261.0,1107047.0,5.78,total
parking,9052267.0,7026506.0,40301265.0,33569092.0,6732173.0,51038735.0,44.12,total
valet,186488.0,164556.0,834574.0,726139.0,108435.0,965426.0,46.37,total
real_estate_transfer,31577356.0,25682932.0,223976705.0,105491895.0,118484810.0,194330295.0,53.54,total
outdoor_ads,381559.0,271977.0,1529305.0,1348551.0,180754.0,1631695.0,48.38,total
soda,5740211.0,4728483.0,29836686.0,33221420.0,-3384734.0,,,current
soda,30279.0,24735.0,481808.0,146063.0,335745.0,,,prior
soda,5770490.0,4753218.0,30318494.0,33367482.0,-3048989.0,47575506.0,38.92,total
construction,312752.0,,1066580.0,,1066580.0,13933420.0,7.11,impact
other_taxes,55358.0,6699593.0,6400317.0,6717858.0,-317541.0,-6340317.0,10667.19,total
all_taxes,215642722.0,229514998.0,1291254805.0,1035117215.0,256137590.0,2724398195.0,32.16,total
