name,aug_fy18,aug_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted
us_government,1482308.0,3283694.0,9161529.0,5001814.0,4159715.0,26414471.0,25.75
commonwealth_of_pa,45544780.0,50274664.0,57132038.0,52507398.0,4624640.0,164258962.0,25.81
other_governmental_units,,,118699.0,,118699.0,18463301.0,0.64
pica_transfer,37179089.0,33768283.0,62931901.0,63430986.0,-499085.0,356281099.0,15.01
parking_receipts_ppa,5292621.0,3765795.0,8848973.0,11764353.0,-2915380.0,29913027.0,22.83
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,89498798.0,91092436.0,138193140.0,132704551.0,5488589.0,597330860.0,18.79
