name,may_fy16,may_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,8806675.0,6900558.0,521863101.0,481620488.0,40242613.0,10614899.0,98.01,current
real_estate,4812696.0,3486136.0,50386411.0,42288679.0,8097732.0,-1432411.0,102.93,prior
real_estate,13619371.0,10386694.0,572249512.0,523909167.0,48340345.0,9182488.0,98.42,total
wage_city,117370252.0,97352216.0,1254380611.0,1200771430.0,53609181.0,99380389.0,92.66,current
wage_city,733702.0,-344097.0,8827845.0,8275699.0,552146.0,-3327845.0,160.51,prior
wage_city,118103954.0,97008119.0,1263208456.0,1209047129.0,54161327.0,96052544.0,92.93,total
wage_pica,35495485.0,29293975.0,379353776.0,355110899.0,24242877.0,27437224.0,93.26,current
wage_pica,221889.0,-388540.0,2669745.0,-208019.0,2877764.0,330255.0,88.99,prior
wage_pica,35717374.0,28905435.0,382023521.0,354902880.0,27120641.0,27767479.0,95.32,total
wage,153821328.0,125913554.0,1645231977.0,1563950009.0,81281968.0,123820023.0,93.0,total
earnings_city,1886276.0,2870524.0,9426107.0,11664547.0,-2238440.0,1573893.0,85.69,current
earnings_city,186994.0,-1589082.0,2895131.0,187208.0,2707923.0,-1895131.0,289.51,prior
earnings_city,2073270.0,1281442.0,12321238.0,11851755.0,469483.0,-321238.0,102.68,total
earnings_pica,948957.0,-2204829.0,4742132.0,1843144.0,2898988.0,-3242132.0,316.14,current
earnings_pica,94074.0,2114863.0,1456497.0,3275629.0,-1819132.0,2043503.0,41.61,prior
earnings_pica,1043031.0,-89966.0,6198629.0,5118773.0,1079856.0,-1198629.0,123.97,total
earnings,3116301.0,1191476.0,18519867.0,16970528.0,1549339.0,-1519867.0,108.94,total
net_profits_city,5222975.0,3262833.0,19130326.0,12692616.0,6437710.0,-1240326.0,106.93,current
net_profits_city,165365.0,-984469.0,3060370.0,6825927.0,-3765557.0,-60370.0,102.01,prior
net_profits_city,5388340.0,2278364.0,22190696.0,19518543.0,2672153.0,-1300696.0,106.23,total
net_profits_pica,4960248.0,3034223.0,18168030.0,16695110.0,1472920.0,-2278030.0,114.34,current
net_profits_pica,157047.0,1157444.0,2906427.0,-1704251.0,4610678.0,-1906427.0,290.64,prior
net_profits_pica,5117295.0,4191667.0,21074457.0,14990859.0,6083598.0,-4184457.0,124.77,total
net_profits,10505635.0,6470031.0,43265153.0,34509402.0,8755751.0,-5485153.0,114.52,total
wage_earnings_net_profits,167443264.0,133575061.0,1707016997.0,1615429939.0,91587058.0,116815003.0,93.6,total
wage_earnings_net_profits_pica,41877700.0,33007136.0,409296607.0,375012512.0,34284095.0,22384393.0,94.81,total
wage_earnings_net_profits_city,125565564.0,100567925.0,1297720390.0,1240417427.0,57302963.0,94430610.0,93.22,total
birt,101258346.0,62040763.0,451190364.0,419470372.0,31719992.0,,,current
birt,4575717.0,3409824.0,37989903.0,38952922.0,-963019.0,,,prior
birt,105834063.0,65450587.0,489180267.0,458423294.0,30756973.0,-53973267.0,112.4,total
sales,12522984.0,10148282.0,147020046.0,139887386.0,7132660.0,23823954.0,86.06,total
amusement,1157506.0,960835.0,18411630.0,18018250.0,393380.0,1205370.0,93.86,total
tobacco,7638.0,4041.0,765997.0,783687.0,-17690.0,-12997.0,101.73,total
parking,8756087.0,6700102.0,83169255.0,69713390.0,13455865.0,7141745.0,92.09,total
valet,144289.0,123566.0,1308477.0,1442181.0,-133704.0,291523.0,81.78,total
real_estate_transfer,17487534.0,17558632.0,213858454.0,181043053.0,32815401.0,23668546.0,90.04,total
outdoor_ads,215390.0,205067.0,2517000.0,2357796.0,159204.0,508000.0,83.21,total
other_taxes,247.0,,57668.0,464066.0,-406398.0,-7668.0,115.34,total
all_taxes,285310673.0,212105731.0,2826258696.0,2636459697.0,189798999.0,106258304.0,96.38,total
