name,may_fy20,may_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted
us_government,1628132.0,684602.0,12903567.0,21438501.0,-8534934.0,106253433.0,10.83
commonwealth_of_pa,1678128.0,762673.0,208782585.0,211456853.0,-2674269.0,8755415.0,95.98
other_governmental_units,4500000.0,4548329.0,53292780.0,39243089.0,14049691.0,-699780.0,101.33
pica_transfer,50825227.0,62329900.0,462919284.0,457108812.0,5810472.0,37280716.0,92.55
total_revenue_other_govts,58631487.0,68325503.0,737898216.0,729247255.0,8650961.0,151589784.0,82.96
