name,nov_fy20,nov_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3119594.0,2402719.0,22646709.0,20132290.0,2514419.0,630712291.0,3.47,current
real_estate,2040607.0,2997670.0,14293204.0,16567953.0,-2274749.0,23271796.0,38.05,prior
real_estate,5160201.0,5400389.0,36939913.0,36700243.0,239670.0,653984087.0,5.35,total
wage_city,120146478.0,112823242.0,672267777.0,638071512.0,34196265.0,945183223.0,41.56,current
wage_city,461096.0,-628035.0,-976439.0,-2952224.0,1975785.0,1976439.0,-97.64,prior
wage_city,120607574.0,112195207.0,671291338.0,635119288.0,36172050.0,947159662.0,41.48,total
wage_pica,37463497.0,34476776.0,209639557.0,194974945.0,14664612.0,292950443.0,41.71,current
wage_pica,146372.0,-191916.0,-288054.0,-902739.0,614685.0,1288054.0,-28.81,prior
wage_pica,37609869.0,34284860.0,209351503.0,194072206.0,15279297.0,294238497.0,41.57,total
wage,158217443.0,146480067.0,880642841.0,829191494.0,51451347.0,1241398159.0,41.5,total
earnings_city,267179.0,394560.0,1338077.0,1485165.0,-147088.0,9461923.0,12.39,current
earnings_city,335012.0,348012.0,1892483.0,2200216.0,-307733.0,2507517.0,43.01,prior
earnings_city,602191.0,742572.0,3230560.0,3685381.0,-454821.0,11969440.0,21.25,total
earnings_pica,142220.0,208297.0,712394.0,783136.0,-70742.0,4587606.0,13.44,current
earnings_pica,191190.0,183723.0,1020242.0,1164796.0,-144554.0,2979758.0,25.51,prior
earnings_pica,333410.0,392020.0,1732636.0,1947932.0,-215296.0,7567364.0,18.63,total
earnings,935601.0,1134592.0,4963196.0,5633313.0,-670117.0,19536804.0,20.26,total
net_profits_city,75001.0,83058.0,1215436.0,817165.0,398271.0,32328564.0,3.62,current
net_profits_city,551411.0,380424.0,4219889.0,3494436.0,725453.0,480111.0,89.78,prior
net_profits_city,626412.0,463482.0,5435325.0,4311601.0,1123724.0,32808675.0,14.21,total
net_profits_pica,66679.0,78220.0,1089748.0,767926.0,321822.0,27654252.0,3.79,current
net_profits_pica,506533.0,358263.0,3772277.0,3289562.0,482715.0,727723.0,83.83,prior
net_profits_pica,573212.0,436483.0,4862025.0,4057488.0,804537.0,28381975.0,14.63,total
net_profits,1199624.0,899965.0,10297350.0,8369089.0,1928261.0,61190650.0,14.4,total
wage_earnings_net_profits,160352668.0,148514624.0,895903387.0,843193896.0,52709491.0,1322125613.0,40.39,total
wage_earnings_net_profits_pica,38516491.0,35113363.0,215946164.0,200077626.0,15868538.0,330187836.0,39.54,total
wage_earnings_net_profits_city,121836177.0,113401261.0,679957223.0,643116270.0,36840953.0,991937777.0,40.67,total
birt,4916109.0,2410130.0,54597121.0,30983601.0,23613520.0,,,current
birt,1180128.0,-1106736.0,9795358.0,10669810.0,-874452.0,,,prior
birt,6096237.0,1303394.0,64392479.0,41653411.0,22739068.0,432924521.0,12.95,total
sales,15544032.0,14350592.0,106028489.0,96146792.0,9881697.0,121827511.0,46.53,total
amusement,1696658.0,2112224.0,11593713.0,14184214.0,-2590501.0,17325287.0,40.09,total
tobacco,3377.0,411.0,15144.0,15345.0,-201.0,970856.0,1.54,total
parking,8705084.0,8756997.0,41194758.0,40294810.0,899948.0,57397242.0,41.78,total
valet,171753.0,189031.0,737470.0,796658.0,-59188.0,862530.0,46.09,total
real_estate_transfer,27648245.0,22552161.0,148742690.0,140396083.0,8346607.0,190528310.0,43.84,total
outdoor_ads,271381.0,374961.0,1563019.0,1433414.0,129605.0,1604981.0,49.34,total
soda,4855146.0,7015695.0,32539922.0,33695343.0,-1155421.0,,,current
soda,211468.0,9067.0,515644.0,36632.0,479012.0,,,prior
soda,5066614.0,7024762.0,33055566.0,33731975.0,-676409.0,42825434.0,43.56,total
other_taxes,,1500.0,2113.0,1612.0,501.0,80887.0,2.55,total
all_taxes,192199759.0,175467683.0,1124222577.0,1048470827.0,75751750.0,2512269423.0,30.92,total
