name,feb_fy21,feb_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,60833070.0,417853694.0,156726726.0,532818156.0,-376091430.0,491100274.0,24.19,current
real_estate,1021139.0,4785083.0,13724865.0,23436504.0,-9711639.0,13012135.0,51.33,prior
real_estate,61854209.0,422638777.0,170451591.0,556254661.0,-385803069.0,504112409.0,25.27,total
wage_city,131700484.0,121903096.0,986047623.0,1102867709.0,-116820086.0,501147377.0,66.3,current
wage_city,-609700.0,-70128.0,887783.0,1592953.0,-705170.0,1512217.0,36.99,prior
wage_city,131090784.0,121832968.0,986935406.0,1104460662.0,-117525256.0,502659594.0,66.26,total
wage_pica,42901416.0,44679335.0,314530088.0,350614574.0,-36084487.0,155232912.0,66.96,current
wage_pica,-203342.0,-37380.0,283186.0,516087.0,-232902.0,716814.0,28.32,prior
wage_pica,42698073.0,44641955.0,314813273.0,351130662.0,-36317388.0,155949727.0,66.87,total
wage,173788858.0,166474923.0,1301748680.0,1455591324.0,-153842644.0,658609320.0,66.4,total
earnings_city,911507.0,3214582.0,6806049.0,5210451.0,1595598.0,3193951.0,68.06,current
earnings_city,-268457.0,-2420606.0,1444784.0,190944.0,1253840.0,1555216.0,48.16,prior
earnings_city,643050.0,793976.0,8250833.0,5401395.0,2849438.0,4749167.0,63.47,total
earnings_pica,512174.0,1768856.0,3719223.0,2831392.0,887831.0,280777.0,92.98,current
earnings_pica,-142070.0,-1299241.0,789514.0,103761.0,685753.0,1710486.0,31.58,prior
earnings_pica,370104.0,469615.0,4508737.0,2935153.0,1573584.0,1991263.0,69.37,total
earnings,1013154.0,1263591.0,12759569.0,8336548.0,4423022.0,6740431.0,65.43,total
net_profits_city,860939.0,-2019178.0,22801870.0,55461.0,22746409.0,-2798870.0,113.99,current
net_profits_city,11219.0,2701123.0,1210829.0,8081091.0,-6870262.0,3489171.0,25.76,prior
net_profits_city,872158.0,681945.0,24012699.0,8136553.0,15876147.0,690301.0,97.21,total
net_profits_pica,200925.0,-1803626.0,20358967.0,52110.0,20306857.0,-3802967.0,122.97,current
net_profits_pica,-15585.0,2571970.0,1081106.0,7376747.0,-6295641.0,3918894.0,21.62,prior
net_profits_pica,185340.0,768344.0,21440073.0,7428857.0,14011216.0,115927.0,99.46,total
net_profits,1057499.0,1450289.0,45452772.0,15565410.0,29887362.0,806228.0,98.26,total
wage_earnings_net_profits,175859510.0,169188803.0,1359961021.0,1479493281.0,-119532260.0,666155979.0,67.12,total
wage_earnings_net_profits_pica,43253518.0,45879913.0,340762083.0,361494672.0,-20732589.0,158056917.0,68.31,total
wage_earnings_net_profits_city,132605992.0,123308889.0,1019198938.0,1117998610.0,-98799672.0,508099062.0,66.73,total
birt,8198837.0,1795266.0,377208733.0,96333462.0,280875270.0,68594563.0,84.61,current
birt,6002860.0,4960397.0,24500308.0,23063737.0,1436571.0,11843396.0,67.41,prior
birt,14201697.0,6755663.0,401709040.0,119397199.0,282311842.0,80437960.0,83.32,total
sales,15205902.0,13165548.0,137027317.0,145884455.0,-8857138.0,67304683.0,67.06,total
amusement,7438.0,1981826.0,511180.0,17877555.0,-17366375.0,276820.0,64.87,total
tobacco,377281.0,58787.0,472063.0,1010482.0,-538419.0,588937.0,44.49,total
parking,3854626.0,7884914.0,28305557.0,65696290.0,-37390733.0,16774443.0,62.79,total
valet,58704.0,76784.0,198537.0,1061701.0,-863164.0,365463.0,35.2,total
real_estate_transfer,18192417.0,20532765.0,216492386.0,221435660.0,-4943274.0,71737614.0,75.11,total
outdoor_ads,206422.0,295437.0,1668671.0,2506908.0,-838237.0,538329.0,75.61,total
soda,4942799.0,5104994.0,44540548.0,50768853.0,-6228305.0,18472452.0,70.68,current
soda,28648.0,263532.0,182367.0,1034461.0,-852095.0,,,prior
soda,4971447.0,5368526.0,44722915.0,51803315.0,-7080400.0,18290085.0,70.97,total
other_taxes,,,37700.0,69113.0,-31413.0,12300.0,75.4,total
all_taxes,251536135.0,602067917.0,2020795896.0,2300995949.0,-280200054.0,1268538104.0,61.43,total
