name,apr_fy19,apr_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,26728095.0,29573242.0,643607836.0,594385980.0,49221856.0,-12859836.0,102.04,current
real_estate,5074439.0,4572019.0,35369071.0,35376338.0,-7267.0,2962929.0,92.27,prior
real_estate,31802534.0,34145261.0,678976907.0,629762318.0,49214589.0,-9896907.0,101.48,total
wage_city,150537566.0,147006555.0,1329415044.0,1271506769.0,57908275.0,240397956.0,84.69,current
wage_city,919556.0,-11229.0,-3173845.0,3758930.0,-6932775.0,5423845.0,-141.06,prior
wage_city,151457122.0,146995326.0,1326241199.0,1275265699.0,50975500.0,245821801.0,84.36,total
wage_pica,46939900.0,44927947.0,414534043.0,388555141.0,25978902.0,63820957.0,86.66,current
wage_pica,286731.0,-3068.0,-987601.0,1149121.0,-2136722.0,2487601.0,-65.84,prior
wage_pica,47226631.0,44924879.0,413546442.0,389704262.0,23842180.0,66308558.0,86.18,total
wage,198683753.0,191920205.0,1739787641.0,1664969961.0,74817680.0,312130359.0,84.79,total
earnings_city,7410202.0,2760467.0,10919147.0,6487230.0,4431917.0,-419147.0,103.99,current
earnings_city,787624.0,549343.0,4285219.0,4379690.0,-94471.0,1714781.0,71.42,prior
earnings_city,8197826.0,3309810.0,15204366.0,10866920.0,4337446.0,1295634.0,92.15,total
earnings_pica,3944450.0,1457839.0,5812260.0,3425279.0,2386981.0,-812260.0,116.25,current
earnings_pica,419252.0,290011.0,2281022.0,2312135.0,-31113.0,718978.0,76.03,prior
earnings_pica,4363702.0,1747850.0,8093282.0,5737414.0,2355868.0,-93282.0,101.17,total
earnings,12561528.0,5057660.0,23297648.0,16604334.0,6693314.0,1202352.0,95.09,total
net_profits_city,16940189.0,13856060.0,21326125.0,20062456.0,1263669.0,7343875.0,74.38,current
net_profits_city,1234531.0,1629982.0,6418036.0,4599997.0,1818039.0,-3918036.0,256.72,prior
net_profits_city,18174720.0,15486042.0,27744161.0,24662453.0,3081708.0,3425839.0,89.01,total
net_profits_pica,15058657.0,13072834.0,18959020.0,18915807.0,43213.0,5706980.0,76.86,current
net_profits_pica,1097412.0,1535032.0,5707515.0,4332035.0,1375480.0,-2207515.0,163.07,prior
net_profits_pica,16156069.0,14607866.0,24666535.0,23247842.0,1418693.0,3499465.0,87.58,total
net_profits,34330789.0,30093908.0,52410696.0,47910295.0,4500401.0,6925304.0,88.33,total
wage_earnings_net_profits,245576070.0,227071773.0,1815495985.0,1729484590.0,86011395.0,320258015.0,85.0,total
wage_earnings_net_profits_pica,67746402.0,61280595.0,446306259.0,418689518.0,27616741.0,69714741.0,86.49,total
wage_earnings_net_profits_city,177829668.0,165791178.0,1369189726.0,1310795072.0,58394654.0,250543274.0,84.53,total
birt,340529224.0,268267219.0,448780882.0,366759507.0,82021375.0,,,current
birt,15112708.0,6505743.0,41304086.0,27800513.0,13503573.0,,,prior
birt,355641932.0,274772962.0,490084968.0,394560020.0,95524948.0,-64892968.0,115.26,total
sales,12305143.0,11415479.0,162499249.0,160793482.0,1705767.0,54024751.0,75.05,total
amusement,4841725.0,3307297.0,25360067.0,20262056.0,5098011.0,-3147067.0,114.17,total
tobacco,3174.0,5658.0,940685.0,983661.0,-42976.0,-157685.0,120.14,total
parking,8818855.0,7676366.0,79685547.0,77435053.0,2250494.0,19387453.0,80.43,total
valet,137798.0,138242.0,1485264.0,2300415.0,-815151.0,114736.0,92.83,total
real_estate_transfer,41718558.0,24792196.0,271185674.0,271916855.0,-731181.0,39312326.0,87.34,total
outdoor_ads,291616.0,215251.0,2738268.0,2375719.0,362549.0,122732.0,95.71,total
soda,6208535.0,6248942.0,63037078.0,63695943.0,-658865.0,,,current
soda,46180.0,272650.0,446190.0,417344.0,28846.0,,,prior
soda,6254715.0,6521592.0,63483268.0,64113287.0,-630019.0,14554732.0,81.35,total
other_taxes,,116.0,72514.0,92448.0,-19934.0,10486.0,87.37,total
all_taxes,639645718.0,528781598.0,3145702137.0,2935390386.0,210311751.0,299975863.0,91.29,total
