name,jun_fy23,jun_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted
us_government,6734957.0,6714263.0,32467849.0,28583829.0,3884020.0,23426151.0,58.09
commonwealth_of_pa,13539232.0,18420458.0,260049695.0,233165974.0,26883721.0,-28550695.0,112.33
other_governmental_units,15189698.0,13804286.0,62871178.0,58014108.0,4857070.0,2193822.0,96.63
pica_transfer,67475198.0,49925167.0,664682461.0,556592480.0,108089981.0,-103760461.0,118.5
total_revenue_other_govts,102939085.0,88864174.0,1020071183.0,876356391.0,143714792.0,-106691183.0,111.68
