name,aug_fy17,aug_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5229605.0,4066423.0,9730541.0,8817351.0,913190.0,528167459.0,1.81,current
real_estate,4271552.0,3047139.0,7526615.0,8531263.0,-1004648.0,49496385.0,13.2,prior
real_estate,9501157.0,7113562.0,17257156.0,17348614.0,-91458.0,577663844.0,2.9,total
wage_city,130249370.0,102057854.0,238797911.0,227204422.0,11593489.0,1169801089.0,16.95,current
wage_city,101054.0,67330.0,532961.0,-488951.0,1021912.0,5500039.0,8.83,prior
wage_city,130350424.0,102125184.0,239330872.0,226715471.0,12615401.0,1175301128.0,16.92,total
wage_pica,39390429.0,30268628.0,72218025.0,66089573.0,6128452.0,352350975.0,17.01,current
wage_pica,30561.0,16879.0,161180.0,16879.0,144301.0,2838820.0,5.37,prior
wage_pica,39420990.0,30285507.0,72379205.0,66106452.0,6272753.0,355189795.0,16.93,total
wage,169771414.0,132410691.0,311710077.0,292821923.0,18888154.0,1530490923.0,16.92,total
earnings_city,283356.0,207044.0,629104.0,514757.0,114347.0,10370896.0,5.72,current
earnings_city,437002.0,214343.0,685354.0,536243.0,149111.0,314646.0,68.54,prior
earnings_city,720358.0,421387.0,1314458.0,1051000.0,263458.0,10685542.0,10.95,total
earnings_pica,142552.0,116451.0,316492.0,427624.0,-111132.0,1183508.0,21.1,current
earnings_pica,219849.0,88942.0,344791.0,88942.0,255849.0,3155209.0,9.85,prior
earnings_pica,362401.0,205393.0,661283.0,516566.0,144717.0,4338717.0,13.23,total
earnings,1082759.0,626780.0,1975741.0,1567566.0,408175.0,15024259.0,11.62,total
net_profits_city,87368.0,-315166.0,193751.0,-211319.0,405070.0,21224249.0,0.9,current
net_profits_city,561062.0,259494.0,812397.0,413105.0,399292.0,2270603.0,26.35,prior
net_profits_city,648430.0,-55672.0,1006148.0,201786.0,804362.0,23494852.0,4.11,total
net_profits_pica,82973.0,660302.0,184005.0,1127480.0,-943475.0,18839995.0,0.97,current
net_profits_pica,532839.0,-99958.0,771531.0,-99958.0,871489.0,228469.0,77.15,prior
net_profits_pica,615812.0,560344.0,955536.0,1027522.0,-71986.0,19068464.0,4.77,total
net_profits,1264242.0,504672.0,1961684.0,1229308.0,732376.0,42563316.0,4.41,total
wage_earnings_net_profits,172118415.0,133542143.0,315647502.0,295618797.0,20028705.0,1588078498.0,16.58,total
wage_earnings_net_profits_pica,40399203.0,31051244.0,73996024.0,67650540.0,6345484.0,378596976.0,16.35,total
wage_earnings_net_profits_city,131719212.0,102490899.0,241651478.0,227968257.0,13683221.0,1209481522.0,16.65,total
birt,3871531.0,2224400.0,4250406.0,4411821.0,-161415.0,,,current
birt,2061892.0,1614010.0,3553485.0,4724067.0,-1170582.0,,,prior
birt,5933423.0,3838410.0,7803891.0,9135888.0,-1331997.0,438238109.0,1.75,total
sales,27254093.0,27000124.0,52329588.0,42027407.0,10302181.0,129839412.0,28.73,total
amusement,4534878.0,4512672.0,6276221.0,5996245.0,279976.0,14266779.0,30.55,total
tobacco,1061.0,5281.0,2291.0,10389.0,-8098.0,754709.0,0.3,total
parking,7695360.0,7200179.0,15563752.0,15025680.0,538072.0,77964248.0,16.64,total
valet,122496.0,132171.0,260803.0,244054.0,16749.0,1339197.0,16.3,total
real_estate_transfer,18970672.0,23163515.0,44601438.0,48212333.0,-3610895.0,205006562.0,17.87,total
outdoor_ads,336783.0,209869.0,456703.0,525044.0,-68341.0,2599297.0,14.94,total
other_taxes,1625.0,,2229.0,15425.0,-13196.0,47771.0,4.46,total
all_taxes,206070760.0,175666682.0,386205550.0,366509336.0,19696214.0,2703384450.0,12.5,total
