name,dec_fy23,dec_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted
us_government,1552480.0,335444.0,11330244.0,7419211.0,3911033.0,44563756.0,20.27
commonwealth_of_pa,10026073.0,291224.0,164453907.0,184007413.0,-19553507.0,67045093.0,71.04
other_governmental_units,2269.0,,24279506.0,15678020.0,8601486.0,40785494.0,37.32
pica_transfer,49954329.0,33893546.0,303636939.0,173625595.0,130011344.0,257285061.0,54.13
total_revenue_other_govts,61535151.0,34520214.0,503700595.0,380730240.0,122970356.0,409679405.0,55.15
