name,dec_fy23,dec_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,6446812.0,33933303.0,30242840.0,53322935.0,-23080094.0,754999160.0,3.85,current
real_estate,26278628.0,2135957.0,38951632.0,11014301.0,27937331.0,-10787632.0,138.3,prior
real_estate,32725440.0,36069261.0,69194472.0,64337236.0,4857236.0,744211528.0,8.51,total
wage_city,136538859.0,137453947.0,863386519.0,777039768.0,86346751.0,744424481.0,53.7,current
wage_city,-2492172.0,1665351.0,-30257895.0,-35210762.0,4952868.0,33157895.0,-1043.38,prior
wage_city,134046687.0,139119298.0,833128624.0,741829006.0,91299619.0,777582376.0,51.72,total
wage_pica,46553869.0,44206889.0,300624155.0,249584723.0,51039432.0,242958845.0,55.3,current
wage_pica,-824608.0,531215.0,-10011702.0,249609.0,-10261312.0,11011702.0,-1001.17,prior
wage_pica,45729262.0,44738104.0,290612453.0,249834332.0,40778121.0,253970547.0,53.36,total
wage,179775949.0,183857402.0,1123741077.0,991663338.0,132077739.0,1031552923.0,52.14,total
earnings_city,131855.0,267363.0,2183534.0,1456643.0,726891.0,9816466.0,18.2,current
earnings_city,160110.0,139568.0,1292701.0,1540319.0,-247618.0,1207299.0,51.71,prior
earnings_city,291965.0,406932.0,3476235.0,2996962.0,479273.0,11023765.0,23.97,total
earnings_pica,90094.0,177119.0,1268479.0,829851.0,438628.0,4731521.0,21.14,current
earnings_pica,88430.0,76268.0,713968.0,842684.0,-128716.0,786032.0,47.6,prior
earnings_pica,178523.0,253387.0,1982447.0,1672535.0,309912.0,5517553.0,26.43,total
earnings,470488.0,660319.0,5458682.0,4669497.0,789184.0,16541318.0,24.81,total
net_profits_city,151976.0,-689910.0,9616932.0,959425.0,8657507.0,22109068.0,30.31,current
net_profits_city,205131.0,160373.0,1458560.0,4155354.0,-2696794.0,3241440.0,31.03,prior
net_profits_city,357107.0,-529537.0,11075492.0,5114779.0,5960713.0,25350508.0,30.41,total
net_profits_pica,1359570.0,-110271.0,10351523.0,1407663.0,8943860.0,16463477.0,38.6,current
net_profits_pica,186042.0,143192.0,1322829.0,3712304.0,-2389475.0,3677171.0,26.46,prior
net_profits_pica,1545612.0,32921.0,11674352.0,5119967.0,6554385.0,20140648.0,36.69,total
net_profits,1902719.0,-496616.0,22749844.0,10234746.0,12515098.0,45491156.0,33.34,total
wage_earnings_net_profits,182149156.0,184021105.0,1151949602.0,1006567581.0,145382021.0,1093585398.0,51.3,total
wage_earnings_net_profits_pica,47453397.0,45024412.0,304269251.0,256626834.0,47642417.0,279628749.0,52.11,total
wage_earnings_net_profits_city,134695759.0,138996693.0,847680351.0,749940747.0,97739604.0,813956649.0,51.01,total
birt,43679545.0,64758230.0,138379659.0,146367394.0,-7987735.0,,,current
birt,2882331.0,1749425.0,9963193.0,8074116.0,1889077.0,,,prior
birt,46561876.0,66507656.0,148342852.0,154441510.0,-6098658.0,483187148.0,23.49,total
sales,16368822.0,15807648.0,135984974.0,130524472.0,5460503.0,141657026.0,48.98,total
amusement,4762654.0,1454546.0,20671514.0,13480345.0,7191169.0,2029486.0,91.06,total
tobacco,19130.0,6515.0,87083.0,14207.0,72876.0,1087917.0,7.41,total
parking,7404380.0,7357770.0,47705645.0,40926862.0,6778783.0,43634355.0,52.23,total
valet,177034.0,116862.0,1011608.0,843001.0,168607.0,788392.0,56.2,total
real_estate_transfer,22300335.0,67384136.0,246277040.0,172876031.0,73401009.0,172029960.0,58.87,total
outdoor_ads,308169.0,426293.0,1837474.0,1774844.0,62631.0,1323526.0,58.13,total
soda,5647596.0,7128955.0,35484281.0,40350374.0,-4866093.0,,,current
soda,46337.0,13942.0,528145.0,160005.0,368140.0,,,prior
soda,5693933.0,7142897.0,36012426.0,40510379.0,-4497953.0,41881574.0,46.23,total
construction,368814.0,,1597551.0,,1597551.0,13402449.0,10.65,impact
other_taxes,-4855322.0,-5399717.0,1544994.0,1318141.0,226854.0,-1484994.0,2574.99,total
all_taxes,266531023.0,335870558.0,1557947986.0,1370987773.0,186960213.0,2457705014.0,38.8,total
