name,apr_fy23,apr_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted
us_government,6603965.0,1281173.0,25300183.0,21253926.0,4046257.0,30593817.0,45.26
commonwealth_of_pa,5248739.0,342776.0,243462263.0,210571284.0,32890979.0,-11963263.0,105.17
other_governmental_units,3850030.0,4500000.0,47681480.0,36750452.0,10931028.0,17383520.0,73.28
pica_transfer,57402274.0,59603060.0,499504617.0,445995094.0,53509522.0,61417383.0,89.05
total_revenue_other_govts,73105007.0,65727009.0,815948543.0,714570756.0,101377786.0,97431457.0,89.33
