name,may_fy18,may_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted
us_government,3070393.0,2428527.0,28846877.0,28530936.0,315941.0,2982123.0,90.63
commonwealth_of_pa,4326417.0,9657527.0,225071754.0,205765128.0,19306626.0,-9700754.0,104.5
other_governmental_units,127773.0,4603351.0,14167570.0,18212105.0,-4044535.0,4414430.0,76.24
pica_transfer,50289680.0,40444808.0,402477895.0,372097991.0,30379904.0,38856105.0,91.2
parking_receipts_ppa,1554987.0,4395169.0,30441193.0,39065163.0,-8623970.0,9645807.0,75.94
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,59369250.0,61529382.0,701005289.0,663671323.0,37333966.0,48197711.0,93.57
