name,nov_fy22,nov_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,2864751.0,4179936.0,19389631.0,31881471.0,-12491839.0,677126369.0,2.78,current
real_estate,1505463.0,1127170.0,8878344.0,9869812.0,-991468.0,19860656.0,30.89,prior
real_estate,4370214.0,5307107.0,28267975.0,41751283.0,-13483308.0,696987025.0,3.9,total
wage_city,143182888.0,133124286.0,639585821.0,607007930.0,32577891.0,880244179.0,42.08,current
wage_city,265135.0,914834.0,-36876113.0,1007387.0,-37883500.0,5293113.0,116.76,prior
wage_city,143448023.0,134039120.0,602709708.0,608015317.0,-5305609.0,885537292.0,40.5,total
wage_pica,45852822.0,42320595.0,205377833.0,192970549.0,12407284.0,282182167.0,42.12,current
wage_pica,84856.0,290828.0,-281605.0,330699.0,-612304.0,1781605.0,-18.77,prior
wage_pica,45937678.0,42611423.0,205096228.0,193301248.0,11794980.0,283963772.0,41.94,total
wage,189385701.0,176650542.0,807805936.0,801316565.0,6489371.0,1169501064.0,40.85,total
earnings_city,360416.0,327173.0,1189279.0,4898439.0,-3709160.0,10810721.0,9.91,current
earnings_city,61253.0,103519.0,1400751.0,1414604.0,-13853.0,599249.0,70.04,prior
earnings_city,421669.0,430692.0,2590030.0,6313044.0,-3723014.0,11409970.0,18.5,total
earnings_pica,197337.0,177788.0,652732.0,2664130.0,-2011398.0,7347268.0,8.16,current
earnings_pica,33472.0,56253.0,766416.0,769275.0,-2859.0,1233584.0,38.32,prior
earnings_pica,230809.0,234042.0,1419148.0,3433405.0,-2014257.0,8580852.0,14.19,total
earnings,652478.0,664733.0,4009178.0,9746449.0,-5737270.0,19990822.0,16.7,total
net_profits_city,625497.0,309098.0,1649335.0,20699889.0,-19050555.0,31724665.0,4.94,current
net_profits_city,130927.0,37568.0,3994981.0,755754.0,3239228.0,705019.0,85.0,prior
net_profits_city,756424.0,346666.0,5644316.0,21455643.0,-15811327.0,32429684.0,14.82,total
net_profits_pica,580394.0,282138.0,1517934.0,19022454.0,-17504521.0,27414066.0,5.25,current
net_profits_pica,116900.0,34291.0,3569112.0,691276.0,2877836.0,1030888.0,77.59,prior
net_profits_pica,697294.0,316429.0,5087046.0,19713730.0,-14626685.0,28444954.0,15.17,total
net_profits,1453718.0,663096.0,10731362.0,41169373.0,-30438012.0,60874638.0,14.99,total
wage_earnings_net_profits,191491896.0,177978371.0,822546476.0,852232387.0,-29685911.0,1250366524.0,39.68,total
wage_earnings_net_profits_pica,46865781.0,43161893.0,211602422.0,216448384.0,-4845962.0,320989578.0,39.73,total
wage_earnings_net_profits_city,144626116.0,134816478.0,610944054.0,635784003.0,-24839949.0,929376946.0,39.66,total
birt,16477362.0,1817614.0,81609164.0,337987975.0,-256378812.0,-81609164.0,,current
birt,773562.0,952366.0,6324690.0,12063651.0,-5738961.0,-6324690.0,,prior
birt,17250924.0,2769980.0,87933854.0,350051627.0,-262117772.0,457308146.0,16.13,total
sales,17203237.0,15163499.0,114716824.0,95050257.0,19666566.0,122805176.0,48.3,total
amusement,1465514.0,116872.0,12025799.0,329350.0,11696449.0,4645201.0,72.14,total
tobacco,212.0,436.0,7692.0,47870.0,-40178.0,775308.0,0.98,total
parking,7026506.0,4544840.0,33569092.0,17186709.0,16382383.0,23151908.0,59.18,total
valet,164556.0,42205.0,726139.0,135839.0,590300.0,873861.0,45.38,total
real_estate_transfer,25682932.0,26190238.0,105491895.0,138727809.0,-33235914.0,193968105.0,35.23,total
outdoor_ads,271977.0,201554.0,1348551.0,1002761.0,345790.0,1093449.0,55.22,total
soda,4728483.0,5265553.0,33221420.0,29659764.0,3561656.0,-33221420.0,,current
soda,24735.0,9938.0,146063.0,62443.0,83620.0,,,prior
soda,4753218.0,5275491.0,33367482.0,29722207.0,3645276.0,41017518.0,44.86,total
construction,,,,,,7450000.0,0.0,impact
other_taxes,6699593.0,,6717858.0,,6717858.0,-6261858.0,1473.21,total
all_taxes,229514998.0,194428700.0,1035117215.0,1309789715.0,-274672500.0,2473190785.0,29.5,total
