name,may_fy21,may_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,13380127.0,6537968.0,704205683.0,661440207.0,42765476.0,-56378683.0,108.7,current
real_estate,3190151.0,1388310.0,24386166.0,28860203.0,-4474036.0,2350834.0,91.21,prior
real_estate,16570278.0,7926278.0,728591849.0,690300410.0,38291439.0,-54027849.0,108.01,total
wage_city,87461476.0,99069520.0,1346410618.0,1500497843.0,-154087226.0,144323382.0,90.32,current
wage_city,17142891.0,741491.0,645899.0,4751696.0,-4105797.0,-123245899.0,-0.53,prior
wage_city,104604367.0,99811011.0,1347056517.0,1505249539.0,-158193023.0,21077483.0,98.46,total
wage_pica,26712218.0,31494487.0,429478902.0,477022342.0,-47543441.0,52403098.0,89.13,current
wage_pica,-77157.0,237493.0,206029.0,1522032.0,-1316003.0,-10206029.0,-2.06,prior
wage_pica,26635061.0,31731980.0,429684931.0,478544374.0,-48859444.0,42197069.0,91.06,total
wage,131239428.0,131542991.0,1776741447.0,1983793914.0,-207052466.0,63274553.0,96.56,total
earnings_city,4726933.0,1963714.0,11345028.0,9133126.0,2211902.0,-1345028.0,113.45,current
earnings_city,27169.0,151333.0,2057122.0,716095.0,1341027.0,942878.0,68.57,prior
earnings_city,4754102.0,2115046.0,13402149.0,9849221.0,3552929.0,-402149.0,103.09,total
earnings_pica,-790284.0,1067094.0,6199587.0,4962999.0,1236588.0,-2199587.0,154.99,current
earnings_pica,334617.0,82572.0,1124131.0,389468.0,734663.0,1375869.0,44.97,prior
earnings_pica,-455667.0,1149666.0,7323718.0,5352466.0,1971252.0,-823718.0,112.67,total
earnings,4298435.0,3264713.0,20725868.0,15201687.0,5524181.0,-1225868.0,106.29,total
net_profits_city,13070693.0,2225902.0,46200392.0,7995572.0,38204820.0,-26197392.0,230.97,current
net_profits_city,-873237.0,236812.0,2110587.0,9039294.0,-6928707.0,2589413.0,44.91,prior
net_profits_city,12197457.0,2462715.0,48310979.0,17034866.0,31276113.0,-23607979.0,195.57,total
net_profits_pica,11945654.0,2031753.0,41250742.0,7299663.0,33951079.0,-24694742.0,249.16,current
net_profits_pica,803361.0,218848.0,1884467.0,8254065.0,-6369598.0,3115533.0,37.69,prior
net_profits_pica,12749015.0,2250602.0,43135209.0,15553728.0,27581481.0,-21579209.0,200.11,total
net_profits,24946472.0,4713316.0,91446188.0,32588594.0,58857595.0,-45187188.0,197.68,total
wage_earnings_net_profits,160484335.0,139521020.0,1888913503.0,2031584194.0,-142670691.0,16861497.0,99.12,total
wage_earnings_net_profits_pica,38928409.0,35132248.0,480143858.0,499450568.0,-19306711.0,19794142.0,96.04,total
wage_earnings_net_profits_city,121555925.0,104388772.0,1408769646.0,1532133626.0,-123363980.0,-2932646.0,100.21,total
birt,143543462.0,21306465.0,746653293.0,224860390.0,521792903.0,-268858107.0,156.27,current
birt,8002596.0,5577027.0,50988989.0,35701989.0,15287001.0,-12037176.0,130.9,prior
birt,151546058.0,26883492.0,797642283.0,260562379.0,537079904.0,-280895283.0,154.36,total
sales,25131897.0,17728868.0,188128961.0,194856363.0,-6727402.0,21611039.0,89.7,total
amusement,110512.0,48405.0,1527842.0,19919064.0,-18391222.0,741158.0,67.34,total
tobacco,1001.0,3145.0,526230.0,1026856.0,-500626.0,534770.0,49.6,total
parking,5423891.0,1943079.0,43080962.0,80127416.0,-37046454.0,7840038.0,84.6,total
valet,84975.0,8778.0,396627.0,1190761.0,-794133.0,167373.0,70.32,total
real_estate_transfer,26841641.0,14964177.0,289348142.0,298281662.0,-8933520.0,9958858.0,96.67,total
outdoor_ads,192098.0,120248.0,2289248.0,3072223.0,-782975.0,-82248.0,103.73,total
soda,5902693.0,4433475.0,61159657.0,66783700.0,-5624043.0,1853343.0,97.06,current
soda,231317.0,158830.0,487861.0,1511921.0,-1024060.0,,,prior
soda,6134009.0,4592305.0,61647518.0,68295621.0,-6648103.0,1365482.0,97.83,total
other_taxes,696.0,,43012.0,73273.0,-30260.0,6988.0,86.02,total
all_taxes,353592982.0,178607547.0,3521992320.0,3149839653.0,372152668.0,-295712320.0,109.17,total
