name,oct_fy19,oct_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3599730.0,3165554.0,17729571.0,16681904.0,1047667.0,613018429.0,2.81,current
real_estate,3046766.0,2840329.0,13570283.0,13482441.0,87842.0,24761717.0,35.4,prior
real_estate,6646496.0,6005883.0,31299854.0,30164345.0,1135509.0,637780146.0,4.68,total
wage_city,145084767.0,132528923.0,525248270.0,493357892.0,31890378.0,1044564730.0,33.46,current
wage_city,-2651657.0,166056.0,-2324189.0,2518191.0,-4842380.0,4574189.0,-103.3,prior
wage_city,142433110.0,132694979.0,522924081.0,495876083.0,27047998.0,1049138919.0,33.26,total
wage_pica,44336373.0,40281815.0,160498169.0,149951490.0,10546679.0,317856831.0,33.55,current
wage_pica,-810299.0,50471.0,-710823.0,765611.0,-1476434.0,2210823.0,-47.39,prior
wage_pica,43526074.0,40332286.0,159787346.0,150717101.0,9070245.0,320067654.0,33.3,total
wage,185959184.0,173027265.0,682711427.0,646593184.0,36118243.0,1369206573.0,33.27,total
earnings_city,330981.0,378312.0,1090605.0,1145973.0,-55368.0,9409395.0,10.39,current
earnings_city,583316.0,495076.0,1852204.0,1703344.0,148860.0,4147796.0,30.87,prior
earnings_city,914297.0,873388.0,2942809.0,2849317.0,93492.0,13557191.0,17.84,total
earnings_pica,174983.0,191807.0,574840.0,582550.0,-7710.0,4425160.0,11.5,current
earnings_pica,310299.0,252003.0,981074.0,867017.0,114057.0,2018926.0,32.7,prior
earnings_pica,485282.0,443810.0,1555914.0,1449567.0,106347.0,6444086.0,19.45,total
earnings,1399579.0,1317198.0,4498723.0,4298884.0,199839.0,20001277.0,18.36,total
net_profits_city,316848.0,196950.0,734107.0,724034.0,10073.0,27935893.0,2.56,current
net_profits_city,1417564.0,553074.0,3114012.0,1922809.0,1191203.0,-614012.0,124.56,prior
net_profits_city,1734412.0,750024.0,3848119.0,2646843.0,1201276.0,27321881.0,12.35,total
net_profits_pica,298482.0,183189.0,689707.0,674281.0,15426.0,23976293.0,2.8,current
net_profits_pica,1334987.0,514431.0,2931299.0,1788479.0,1142820.0,568701.0,83.75,prior
net_profits_pica,1633469.0,697620.0,3621006.0,2462760.0,1158246.0,24544994.0,12.86,total
net_profits,3367881.0,1447644.0,7469125.0,5109603.0,2359522.0,51866875.0,12.59,total
wage_earnings_net_profits,190726644.0,175792107.0,694679275.0,656001671.0,38677604.0,1441074725.0,32.53,total
wage_earnings_net_profits_pica,45644825.0,41473716.0,164964266.0,154629428.0,10334838.0,351056734.0,31.97,total
wage_earnings_net_profits_city,145081819.0,134318391.0,529715009.0,501372243.0,28342766.0,1090017991.0,32.7,total
birt,14050872.0,13365156.0,28573472.0,36134755.0,-7561283.0,,,current
birt,2680039.0,1584146.0,11776546.0,9080141.0,2696405.0,,,prior
birt,16730911.0,14949302.0,40350018.0,45214896.0,-4864878.0,384841982.0,9.49,total
sales,13323110.0,11849590.0,81796200.0,81401889.0,394311.0,134727800.0,37.78,total
amusement,1864721.0,1375993.0,12071990.0,8889439.0,3182551.0,10141010.0,54.35,total
tobacco,7391.0,4781.0,14934.0,28278.0,-13344.0,768066.0,1.91,total
parking,7992378.0,7828915.0,31537814.0,30967802.0,570012.0,67535186.0,31.83,total
valet,143796.0,793928.0,607627.0,1175168.0,-567541.0,992373.0,37.98,total
real_estate_transfer,29175806.0,27476992.0,117843922.0,115655033.0,2188889.0,192654078.0,37.95,total
outdoor_ads,290251.0,247332.0,1058453.0,1023322.0,35131.0,1802547.0,37.0,total
soda,6591817.0,7567159.0,26679648.0,27725265.0,-1045617.0,,,current
soda,12492.0,,27565.0,,27565.0,,,prior
soda,6604309.0,7567159.0,26707213.0,27725265.0,-1018052.0,51330787.0,34.22,total
other_taxes,,49900.0,113.0,67428.0,-67315.0,82887.0,0.14,total
all_taxes,227860988.0,212468166.0,873003147.0,843685108.0,29318039.0,2572674853.0,25.34,total
