name,sep_fy15,sep_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3579074.0,3309471.0,9581732.0,11671617.0,-2089885.0,493588268.0,1.9,current
real_estate,4182730.0,3776816.0,14284980.0,10996320.0,3288660.0,29949020.0,32.29,prior
real_estate,7761804.0,7086287.0,23866712.0,22667937.0,1198775.0,523537288.0,4.36,total
wage_city,95165223.0,93060297.0,309799549.0,292204540.0,17595009.0,970614451.0,24.2,current
wage_city,109012.0,776218.0,-165962.0,1139643.0,-1305605.0,3415962.0,-5.11,prior
wage_city,95274235.0,93836515.0,309633587.0,293344183.0,16289404.0,974030413.0,24.12,total
wage_pica,27691577.0,27482826.0,89124854.0,86255049.0,2869805.0,293428146.0,23.3,current
wage_pica,73928.0,108870.0,-156204.0,44147.0,-200351.0,1656204.0,-10.41,prior
wage_pica,27765505.0,27591696.0,88968650.0,86299196.0,2669454.0,295084350.0,23.17,total
wage,123039740.0,121428211.0,398602237.0,379643379.0,18958858.0,1269114763.0,23.9,total
earnings_city,66656.0,78200.0,566357.0,614039.0,-47682.0,9433643.0,5.66,current
earnings_city,256357.0,149930.0,663324.0,763844.0,-100520.0,336676.0,66.33,prior
earnings_city,323013.0,228130.0,1229681.0,1377883.0,-148202.0,9770319.0,11.18,total
earnings_pica,105618.0,38771.0,463181.0,472299.0,-9118.0,1036819.0,30.88,current
earnings_pica,55830.0,111203.0,134054.0,219436.0,-85382.0,3365946.0,3.83,prior
earnings_pica,161448.0,149974.0,597235.0,691735.0,-94500.0,4402765.0,11.94,total
earnings,484461.0,378104.0,1826916.0,2069618.0,-242702.0,14173084.0,11.42,total
net_profits_city,598468.0,565768.0,-1409593.0,1252575.0,-2662168.0,19400593.0,-7.83,current
net_profits_city,435956.0,144586.0,1476959.0,630965.0,845994.0,1023041.0,59.08,prior
net_profits_city,1034424.0,710354.0,67366.0,1883540.0,-1816174.0,20423634.0,0.33,total
net_profits_pica,854303.0,347969.0,1188582.0,133048.0,1055534.0,13004418.0,8.37,current
net_profits_pica,-23392.0,53873.0,-773071.0,8075.0,-781146.0,1273071.0,-154.61,prior
net_profits_pica,830911.0,401842.0,415511.0,141123.0,274388.0,14277489.0,2.83,total
net_profits,1865335.0,1112196.0,482877.0,2024663.0,-1541786.0,34701123.0,1.37,total
wage_earnings_net_profits,125389536.0,122918511.0,400912030.0,383737660.0,17174370.0,1317988970.0,23.32,total
wage_earnings_net_profits_pica,28757864.0,28143512.0,89981396.0,87132054.0,2849342.0,313764604.0,22.29,total
wage_earnings_net_profits_city,96631672.0,94774999.0,310930634.0,296605606.0,14325028.0,1004224366.0,23.64,total
birt,14181882.0,15926078.0,15293811.0,19706988.0,-4413177.0,,,current
birt,3502466.0,2860987.0,8350339.0,9692791.0,-1342452.0,,,prior
birt,17684348.0,18787065.0,23644150.0,29399779.0,-5755629.0,429548850.0,5.22,total
sales,10791624.0,21393985.0,55379879.0,66629629.0,-11249750.0,99263121.0,35.81,total
amusement,1623954.0,754198.0,6873699.0,6584996.0,288703.0,14000301.0,32.93,total
tobacco,3780.0,697.0,54191.0,5928.0,48263.0,582809.0,8.51,total
parking,6667943.0,6191612.0,18814384.0,18084579.0,729805.0,56526616.0,24.97,total
valet,151764.0,120867.0,409612.0,378337.0,31275.0,1115388.0,26.86,total
real_estate_transfer,19950113.0,12658179.0,52702113.0,40859458.0,11842655.0,123897887.0,29.84,total
outdoor_ads,194323.0,189389.0,661282.0,669619.0,-8337.0,2088718.0,24.05,total
other_taxes,6262.0,4889.0,430343.0,429483.0,860.0,-347343.0,518.49,total
all_taxes,161467587.0,161962167.0,493766999.0,482315351.0,11451648.0,2254438001.0,17.97,total
