name,aug_fy15,aug_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted
us_government,723874.0,4847192.0,2516071.0,6689272.0,-4173201.0,29721929.0,7.8
commonwealth_of_pa,51719259.0,55901648.0,53309563.0,61421523.0,-8111960.0,158332437.0,25.19
other_governmental_units,,13797.0,64434.0,513797.0,-449363.0,19942566.0,0.32
pica_transfer,13665037.0,27974428.0,44488834.0,48198268.0,-3709434.0,293536166.0,13.16
parking_receipts_ppa,4646677.0,8385073.0,8103457.0,8385073.0,-281616.0,26896543.0,23.15
other_authorized_adjustment,,,,,,2000000.0,0.0
total_revenue_other_govts,70754847.0,97122138.0,108482359.0,125207933.0,-16725574.0,530429641.0,16.98
