name,aug_fy23,aug_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,6506782.0,4898358.0,15169219.0,10179301.0,4989918.0,770072781.0,1.93,current
real_estate,4104467.0,2612261.0,7032617.0,4529626.0,2502992.0,21131383.0,24.97,prior
real_estate,10611249.0,7510618.0,22201836.0,14708927.0,7492910.0,791204164.0,2.73,total
wage_city,167013949.0,142415956.0,295202835.0,254940006.0,40262829.0,1312608165.0,18.36,current
wage_city,-10178417.0,-11871341.0,-14766931.0,-32290234.0,17523304.0,17666931.0,-509.2,prior
wage_city,156835531.0,130544615.0,280435904.0,222649771.0,57786133.0,1330275096.0,17.41,total
wage_pica,59312269.0,45638131.0,104338746.0,81736162.0,22602584.0,439244254.0,19.19,current
wage_pica,-3367825.0,,-4886067.0,,-4886067.0,5886067.0,-488.61,prior
wage_pica,55944444.0,45638131.0,99452678.0,81736162.0,17716516.0,445130322.0,18.26,total
wage,212779976.0,176182746.0,379888582.0,304385933.0,75502649.0,1775405418.0,17.63,total
earnings_city,506916.0,225046.0,924022.0,502041.0,421980.0,11075978.0,7.7,current
earnings_city,269781.0,387767.0,561450.0,744211.0,-182761.0,1938550.0,22.46,prior
earnings_city,776697.0,612813.0,1485471.0,1246252.0,239220.0,13014529.0,10.24,total
earnings_pica,281407.0,123405.0,523443.0,276801.0,246642.0,5476557.0,8.72,current
earnings_pica,149002.0,212718.0,310093.0,407644.0,-97551.0,1189907.0,20.67,prior
earnings_pica,430409.0,336123.0,833536.0,684445.0,149091.0,6666464.0,11.11,total
earnings,1207106.0,948937.0,2319007.0,1930697.0,388310.0,19680993.0,10.54,total
net_profits_city,1735973.0,108363.0,2670831.0,278456.0,2392375.0,29055169.0,8.42,current
net_profits_city,327528.0,768172.0,582959.0,1421502.0,-838543.0,4117041.0,12.4,prior
net_profits_city,2063501.0,876534.0,3253790.0,1699958.0,1553832.0,33172210.0,8.93,total
net_profits_pica,1610702.0,110810.0,2502966.0,272015.0,2230951.0,24312034.0,9.33,current
net_profits_pica,297048.0,687750.0,528710.0,1271346.0,-742636.0,4471290.0,10.57,prior
net_profits_pica,1907751.0,798561.0,3031676.0,1543361.0,1488315.0,28783324.0,9.53,total
net_profits,3971252.0,1675095.0,6285466.0,3243319.0,3042147.0,61955534.0,9.21,total
wage_earnings_net_profits,217958333.0,178806777.0,388493055.0,309559949.0,78933106.0,1857041945.0,17.3,total
wage_earnings_net_profits_pica,58282604.0,46772815.0,103317889.0,83963967.0,19353922.0,480580111.0,17.69,total
wage_earnings_net_profits_city,159675730.0,132033963.0,285175166.0,225595981.0,59579184.0,1376461834.0,17.16,total
birt,8696082.0,5191563.0,19229287.0,13268378.0,5960909.0,,,current
birt,1100506.0,2679336.0,2723495.0,4333193.0,-1609698.0,,,prior
birt,9796588.0,7870899.0,21952782.0,17601571.0,4351211.0,609577218.0,3.48,total
sales,34969215.0,34486394.0,70826909.0,65941947.0,4884963.0,206815091.0,25.51,total
amusement,7039197.0,5429130.0,9827586.0,6405330.0,3422256.0,12873414.0,43.29,total
tobacco,34469.0,245.0,47578.0,5864.0,41714.0,1127422.0,4.05,total
parking,7623382.0,6518161.0,15809980.0,13112738.0,2697242.0,75530020.0,17.31,total
valet,206681.0,159681.0,362618.0,279993.0,82625.0,1437382.0,20.15,total
real_estate_transfer,53144883.0,25224360.0,104685264.0,39396341.0,65288923.0,313621736.0,25.03,total
outdoor_ads,274055.0,211593.0,517617.0,482573.0,35044.0,2643383.0,16.38,total
soda,4816403.0,6818844.0,10925731.0,13865729.0,-2939998.0,,,current
soda,22768.0,4215.0,164036.0,13851.0,150185.0,,,prior
soda,4839171.0,6823060.0,11089767.0,13879581.0,-2789814.0,66804233.0,14.24,total
construction,,,,,,15000000.0,0.0,impact
other_taxes,-460902.0,,178914.0,,178914.0,-118914.0,298.19,total
all_taxes,287753718.0,226268104.0,542676019.0,397410846.0,145265174.0,3472976981.0,13.51,total
