name,apr_fy16,apr_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,18477222.0,18922259.0,513056426.0,474719930.0,38336496.0,19421574.0,96.35,current
real_estate,5492884.0,5012122.0,45573715.0,38802543.0,6771172.0,3380285.0,93.09,prior
real_estate,23970106.0,23934381.0,558630141.0,513522473.0,45107668.0,22801859.0,96.08,total
wage_city,107924049.0,128592815.0,1137010359.0,1103419214.0,33591145.0,216750641.0,83.99,current
wage_city,806365.0,-1789390.0,8094143.0,8619796.0,-525653.0,-2594143.0,147.17,prior
wage_city,108730414.0,126803425.0,1145104502.0,1112039010.0,33065492.0,214156498.0,84.24,total
wage_pica,32638734.0,37964208.0,343858291.0,325816925.0,18041366.0,62932709.0,84.53,current
wage_pica,243863.0,125580.0,2447856.0,180521.0,2267335.0,552144.0,81.6,prior
wage_pica,32882597.0,38089788.0,346306147.0,325997446.0,20308701.0,63484853.0,86.41,total
wage,141613011.0,164893213.0,1491410649.0,1438036456.0,53374193.0,277641351.0,84.31,total
earnings_city,3588530.0,5754341.0,7539832.0,8794023.0,-1254191.0,3460168.0,68.54,current
earnings_city,210172.0,-155362.0,2708137.0,1776289.0,931848.0,-1708137.0,270.81,prior
earnings_city,3798702.0,5598979.0,10247969.0,10570312.0,-322343.0,1752031.0,85.4,total
earnings_pica,1805335.0,2336741.0,3793174.0,4047974.0,-254800.0,-2293174.0,252.88,current
earnings_pica,105734.0,451168.0,1362423.0,1160766.0,201657.0,2137577.0,38.93,prior
earnings_pica,1911069.0,2787909.0,5155597.0,5208740.0,-53143.0,-155597.0,103.11,total
earnings,5709771.0,8386888.0,15403566.0,15779052.0,-375486.0,1596434.0,90.61,total
net_profits_city,10730923.0,8018379.0,13907351.0,9429784.0,4477567.0,3982649.0,77.74,current
net_profits_city,1010135.0,2709420.0,2895005.0,7810396.0,-4915391.0,104995.0,96.5,prior
net_profits_city,11741058.0,10727799.0,16802356.0,17240180.0,-437824.0,4087644.0,80.43,total
net_profits_pica,10191134.0,9571424.0,13207782.0,13660887.0,-453105.0,2682218.0,83.12,current
net_profits_pica,959323.0,34857.0,2749380.0,-2861695.0,5611075.0,-1749380.0,274.94,prior
net_profits_pica,11150457.0,9606281.0,15957162.0,10799192.0,5157970.0,932838.0,94.48,total
net_profits,22891515.0,20334080.0,32759518.0,28039372.0,4720146.0,5020482.0,86.71,total
wage_earnings_net_profits,170214297.0,193614181.0,1539573733.0,1481854880.0,57718853.0,284258267.0,84.41,total
wage_earnings_net_profits_pica,45944123.0,50483978.0,367418906.0,342005378.0,25413528.0,64262094.0,85.11,total
wage_earnings_net_profits_city,124270174.0,143130203.0,1172154827.0,1139849502.0,32305325.0,219996173.0,84.2,total
birt,232411206.0,252837184.0,349932018.0,357429609.0,-7497591.0,,,current
birt,9455221.0,12650300.0,33414185.0,35543098.0,-2128913.0,,,prior
birt,241866427.0,265487484.0,383346203.0,392972707.0,-9626504.0,51860797.0,88.08,total
sales,10953759.0,8318128.0,134497061.0,129739104.0,4757957.0,36346939.0,78.73,total
amusement,3492859.0,3712933.0,17254123.0,17057415.0,196708.0,2362877.0,87.95,total
tobacco,5010.0,13568.0,758360.0,779646.0,-21286.0,-5360.0,100.71,total
parking,7828971.0,7036480.0,74413168.0,63013287.0,11399881.0,15897832.0,82.4,total
valet,122463.0,127858.0,1164188.0,1318615.0,-154427.0,435812.0,72.76,total
real_estate_transfer,16157325.0,23711327.0,196370920.0,163484420.0,32886500.0,41156080.0,82.67,total
outdoor_ads,180945.0,213187.0,2301611.0,2152728.0,148883.0,723389.0,76.09,total
other_taxes,1945.0,-1717.0,57421.0,464066.0,-406645.0,-7421.0,114.84,total
all_taxes,428849984.0,475683832.0,2540948023.0,2424353963.0,116594060.0,391568977.0,86.65,total
