name,jul_fy24,jul_fy23,fy24_ytd,fy23_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,7449093.0,8662437.0,7449093.0,8662437.0,-1213344.0,809734907.0,0.91,current
real_estate,2379600.0,2928150.0,2379600.0,2928150.0,-548550.0,26319400.0,8.29,prior
real_estate,9828693.0,11590587.0,9828693.0,11590587.0,-1761894.0,836054307.0,1.16,total
wage_city,165543972.0,128188886.0,165543972.0,128188886.0,37355086.0,1584202028.0,9.46,current
wage_city,-922670.0,-4588513.0,-922670.0,-4588513.0,3665843.0,4322670.0,-27.14,prior
wage_city,164621302.0,123600373.0,164621302.0,123600373.0,41020929.0,1588524698.0,9.39,total
wage_pica,58546939.0,45026477.0,58546939.0,45026477.0,13520462.0,561253918.0,9.45,current
wage_pica,723534.0,-1518243.0,723534.0,-1518243.0,2241777.0,,,prior
wage_pica,59270473.0,43508234.0,59270473.0,43508234.0,15762239.0,562605026.0,9.53,total
wage,223891775.0,167108607.0,223891775.0,167108607.0,56783168.0,2151129724.0,9.43,total
earnings_city,197573.0,417106.0,197573.0,417106.0,-219533.0,11802427.0,1.65,current
earnings_city,464317.0,291668.0,464317.0,291668.0,172649.0,1535683.0,23.22,prior
earnings_city,661890.0,708774.0,661890.0,708774.0,-46884.0,13338110.0,4.73,total
earnings_pica,376743.0,242036.0,376743.0,242036.0,134707.0,5749149.0,6.15,current
earnings_pica,,161091.0,,161091.0,-161091.0,,,prior
earnings_pica,376743.0,403127.0,376743.0,403127.0,-26384.0,8249758.0,4.37,total
earnings,1038633.0,1111901.0,1038633.0,1111901.0,-73268.0,21587868.0,4.59,total
net_profits_city,335408.0,934858.0,335408.0,934858.0,-599450.0,42004592.0,0.79,current
net_profits_city,708399.0,255432.0,708399.0,255432.0,452967.0,3991601.0,15.07,prior
net_profits_city,1043807.0,1190290.0,1043807.0,1190290.0,-146483.0,45996193.0,2.22,total
net_profits_pica,1119927.0,892264.0,1119927.0,892264.0,227663.0,36074748.0,3.01,current
net_profits_pica,163.0,231661.0,163.0,231661.0,-231498.0,7399162.0,0.0,prior
net_profits_pica,1120090.0,1123925.0,1120090.0,1123925.0,-3835.0,43473910.0,2.51,total
net_profits,2163897.0,2314215.0,2163897.0,2314215.0,-150318.0,89470103.0,2.36,total
wage_earnings_net_profits,227094305.0,170534723.0,227094305.0,170534723.0,56559582.0,2262187695.0,9.12,total
wage_earnings_net_profits_pica,60767306.0,45035286.0,60767306.0,45035286.0,15732020.0,614328694.0,9.0,total
wage_earnings_net_profits_city,166326999.0,125499437.0,166326999.0,125499437.0,40827562.0,1647859001.0,9.17,total
birt,20860931.0,10533206.0,20860931.0,10533206.0,10327725.0,,,current
birt,2625578.0,1622989.0,2625578.0,1622989.0,1002589.0,,,prior
birt,23486509.0,12156195.0,23486509.0,12156195.0,11330314.0,646222491.0,3.51,total
sales,32848531.0,35857694.0,32848531.0,35857694.0,-3009163.0,274236469.0,10.7,total
amusement,3511920.0,2788390.0,3511920.0,2788390.0,723530.0,29892080.0,10.51,total
tobacco,3990.0,13109.0,3990.0,13109.0,-9119.0,1108010.0,0.36,total
parking,,8186599.0,,8186599.0,,,,total
valet,,155937.0,,155937.0,,,,total
real_estate_transfer,29678392.0,51540381.0,29678392.0,51540381.0,-21861989.0,359251608.0,7.63,total
outdoor_ads,228175.0,243563.0,228175.0,243563.0,-15388.0,3592825.0,5.97,total
soda,6301639.0,6109328.0,6301639.0,6109328.0,192311.0,,,current
soda,18692.0,141268.0,18692.0,141268.0,-122576.0,,,prior
soda,6320331.0,6250596.0,6320331.0,6250596.0,69735.0,67180669.0,8.6,total
construction,128375.0,162157.0,128375.0,162157.0,-33782.0,3371625.0,3.67,impact
other_taxes,-7747816.0,639816.0,-7747816.0,639816.0,-8387632.0,7822816.0,-10330.42,total
all_taxes,264614099.0,255084461.0,264614099.0,255084461.0,9529638.0,3876591901.0,6.39,total
