name,jul_fy20,jul_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5755551.0,5115120.0,5755551.0,5115120.0,640431.0,647603449.0,0.88,current
real_estate,2888175.0,3556837.0,2888175.0,3556837.0,-668662.0,34676825.0,7.69,prior
real_estate,8643726.0,8671957.0,8643726.0,8671957.0,-28231.0,682280274.0,1.25,total
wage_city,157477811.0,140407318.0,157477811.0,140407318.0,17070493.0,1459973189.0,9.74,current
wage_city,-462375.0,811131.0,-462375.0,811131.0,-1273506.0,1462375.0,-46.24,prior
wage_city,157015436.0,141218449.0,157015436.0,141218449.0,15796987.0,1461435564.0,9.7,total
wage_pica,49103974.0,42905444.0,49103974.0,42905444.0,6198530.0,453486026.0,9.77,current
wage_pica,-144176.0,247867.0,-144176.0,247867.0,-392043.0,1144176.0,-14.42,prior
wage_pica,48959798.0,43153311.0,48959798.0,43153311.0,5806487.0,454630202.0,9.72,total
wage,205975234.0,184371760.0,205975234.0,184371760.0,21603474.0,1916065766.0,9.71,total
earnings_city,352826.0,366964.0,352826.0,366964.0,-14138.0,10447174.0,3.27,current
earnings_city,443072.0,399851.0,443072.0,399851.0,43221.0,3956928.0,10.07,prior
earnings_city,795898.0,766815.0,795898.0,766815.0,29083.0,14404102.0,5.24,total
earnings_pica,187810.0,193728.0,187810.0,193728.0,-5918.0,5112190.0,3.54,current
earnings_pica,235847.0,211090.0,235847.0,211090.0,24757.0,3764153.0,5.9,prior
earnings_pica,423657.0,404818.0,423657.0,404818.0,18839.0,8876343.0,4.56,total
earnings,1219555.0,1171633.0,1219555.0,1171633.0,47922.0,23280445.0,4.98,total
net_profits_city,311989.0,165110.0,311989.0,165110.0,146879.0,33232011.0,0.93,current
net_profits_city,1027188.0,606406.0,1027188.0,606406.0,420782.0,3672812.0,21.86,prior
net_profits_city,1339177.0,771516.0,1339177.0,771516.0,567661.0,36904823.0,3.5,total
net_profits_pica,277336.0,155491.0,277336.0,155491.0,121845.0,28466664.0,0.96,current
net_profits_pica,913100.0,571081.0,913100.0,571081.0,342019.0,3586900.0,20.29,prior
net_profits_pica,1190436.0,726572.0,1190436.0,726572.0,463864.0,32053564.0,3.58,total
net_profits,2529613.0,1498088.0,2529613.0,1498088.0,1031525.0,68958387.0,3.54,total
wage_earnings_net_profits,209724402.0,187041481.0,209724402.0,187041481.0,22682921.0,2008304598.0,9.46,total
wage_earnings_net_profits_pica,50573891.0,44284701.0,50573891.0,44284701.0,6289190.0,495560109.0,9.26,total
wage_earnings_net_profits_city,159150511.0,142756780.0,159150511.0,142756780.0,16393731.0,1512744489.0,9.52,total
birt,7905478.0,3582344.0,7905478.0,3582344.0,4323134.0,,,current
birt,2347377.0,2017352.0,2347377.0,2017352.0,330025.0,,,prior
birt,10252855.0,5599696.0,10252855.0,5599696.0,4653159.0,487064145.0,2.06,total
sales,27967226.0,25937641.0,27967226.0,25937641.0,2029585.0,199888774.0,12.27,total
amusement,1501150.0,2481329.0,1501150.0,2481329.0,-980179.0,27417850.0,5.19,total
tobacco,5505.0,3947.0,5505.0,3947.0,1558.0,980495.0,0.56,total
parking,7692007.0,8057819.0,7692007.0,8057819.0,-365812.0,90899993.0,7.8,total
valet,140858.0,149240.0,140858.0,149240.0,-8382.0,1459142.0,8.8,total
real_estate_transfer,31189084.0,37964424.0,31189084.0,37964424.0,-6775340.0,308081916.0,9.19,total
outdoor_ads,310974.0,247568.0,310974.0,247568.0,63406.0,2857026.0,9.82,total
soda,6798326.0,7078382.0,6798326.0,7078382.0,-280056.0,,,current
soda,12242.0,8542.0,12242.0,8542.0,3700.0,,,prior
soda,6810568.0,7086924.0,6810568.0,7086924.0,-276356.0,69070432.0,8.98,total
other_taxes,2100.0,100.0,2100.0,100.0,2000.0,80900.0,2.53,total
all_taxes,253666564.0,238957425.0,253666564.0,238957425.0,14709139.0,3382825436.0,6.98,total
