name,nov_fy21,nov_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4179936.0,3119594.0,31881471.0,22646709.0,9234762.0,615592529.0,4.92,current
real_estate,1127170.0,2040607.0,9869812.0,14293204.0,-4423391.0,26944188.0,26.81,prior
real_estate,5307107.0,5160201.0,41751283.0,36939913.0,4811370.0,642536717.0,6.1,total
wage_city,133124286.0,120146478.0,607007930.0,672267777.0,-65259847.0,896691070.0,40.37,current
wage_city,914834.0,461096.0,1007387.0,-976439.0,1983826.0,1392613.0,41.97,prior
wage_city,134039120.0,120607574.0,608015317.0,671291337.0,-63276021.0,898083683.0,40.37,total
wage_pica,42320595.0,37463497.0,192970549.0,209639557.0,-16669008.0,280994451.0,40.71,current
wage_pica,290828.0,146372.0,330699.0,-288054.0,618753.0,669301.0,33.07,prior
wage_pica,42611423.0,37609869.0,193301248.0,209351504.0,-16050255.0,281663752.0,40.7,total
wage,176650542.0,158217443.0,801316565.0,880642841.0,-79326276.0,1179747435.0,40.45,total
earnings_city,327173.0,267179.0,4898439.0,1338077.0,3560363.0,5101561.0,48.98,current
earnings_city,103519.0,335012.0,1414604.0,1892483.0,-477878.0,1585396.0,47.15,prior
earnings_city,430692.0,602191.0,6313044.0,3230559.0,3082485.0,6686956.0,48.56,total
earnings_pica,177788.0,142220.0,2664130.0,712394.0,1951736.0,1335870.0,66.6,current
earnings_pica,56253.0,191190.0,769275.0,1020242.0,-250967.0,1730725.0,30.77,prior
earnings_pica,234042.0,333410.0,3433405.0,1732636.0,1700769.0,3066595.0,52.82,total
earnings,664733.0,935600.0,9746449.0,4963195.0,4783253.0,9753551.0,49.98,total
net_profits_city,309098.0,75011.0,20699889.0,1215436.0,19484453.0,4464111.0,82.26,current
net_profits_city,37568.0,551411.0,755754.0,4219889.0,-3464136.0,3944246.0,16.08,prior
net_profits_city,346666.0,626422.0,21455643.0,5435325.0,16020318.0,8408357.0,71.84,total
net_profits_pica,282138.0,66679.0,19022454.0,1089748.0,17932706.0,2332546.0,89.08,current
net_profits_pica,34291.0,506533.0,691276.0,3772277.0,-3081000.0,4308724.0,13.83,prior
net_profits_pica,316429.0,573212.0,19713730.0,4862025.0,14851706.0,6641270.0,74.8,total
net_profits,663096.0,1199634.0,41169373.0,10297350.0,30872023.0,15049627.0,73.23,total
wage_earnings_net_profits,177978371.0,160352678.0,852232387.0,895903386.0,-43670999.0,1204550613.0,41.44,total
wage_earnings_net_profits_pica,43161893.0,38516491.0,216448384.0,215946164.0,502219.0,291371616.0,42.62,total
wage_earnings_net_profits_city,134816478.0,121836186.0,635784003.0,679957222.0,-44173218.0,913178997.0,41.05,total
birt,1817614.0,4916109.0,337987975.0,54597121.0,283390854.0,,,current
birt,952366.0,1180128.0,12063651.0,9795358.0,2268293.0,,,prior
birt,2769980.0,6096237.0,350051627.0,64392480.0,285659147.0,114269373.0,75.39,total
sales,15163499.0,15544032.0,95050257.0,106028489.0,-10978231.0,79457743.0,54.47,total
amusement,116872.0,1696658.0,329350.0,11593713.0,-11264363.0,16281650.0,1.98,total
tobacco,436.0,3377.0,47870.0,15144.0,32726.0,919130.0,4.95,total
parking,4544840.0,8705084.0,17186709.0,41194758.0,-24008049.0,58284291.0,22.77,total
valet,42205.0,171753.0,135839.0,737470.0,-601631.0,1112161.0,10.88,total
real_estate_transfer,26190238.0,27648245.0,138727809.0,148742690.0,-10014880.0,154088191.0,47.38,total
outdoor_ads,201554.0,271381.0,1002761.0,1563019.0,-560258.0,2388239.0,29.57,total
soda,5265553.0,4855146.0,29659764.0,32539922.0,-2880159.0,,,current
soda,9938.0,211468.0,62443.0,515644.0,-453201.0,,,prior
soda,5275491.0,5066614.0,29722207.0,33055567.0,-3333360.0,37718793.0,44.07,total
other_taxes,,,,2113.0,-2113.0,73000.0,0.0,total
all_taxes,194428700.0,192199770.0,1309789715.0,1124222576.0,185567139.0,2020308285.0,39.33,total
