name,oct_fy23,oct_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,1321212.0,2712931.0,20045468.0,16524880.0,3520588.0,765196532.0,2.55,current
real_estate,2277031.0,1209630.0,10997170.0,7372881.0,3624289.0,17166830.0,39.05,prior
real_estate,3598243.0,3922560.0,31042639.0,23897761.0,7144877.0,782363361.0,3.82,total
wage_city,185518398.0,119562666.0,589515137.0,496402932.0,93112204.0,1018295863.0,36.67,current
wage_city,-1500086.0,-1148851.0,-20861857.0,-37141248.0,16279390.0,23761857.0,-719.37,prior
wage_city,184018312.0,118413814.0,568653279.0,459261685.0,109391594.0,1042057721.0,35.3,total
wage_pica,62990311.0,38138174.0,206078939.0,159525012.0,46553927.0,337504061.0,37.91,current
wage_pica,-496347.0,-366461.0,-6902751.0,-366461.0,-6536289.0,7902751.0,-690.28,prior
wage_pica,62493964.0,37771713.0,199176188.0,159158550.0,40017638.0,345406812.0,36.57,total
wage,246512276.0,156185527.0,767829467.0,618420235.0,149409232.0,1387464533.0,35.63,total
earnings_city,575329.0,237007.0,1645300.0,828863.0,816436.0,10354700.0,13.71,current
earnings_city,106805.0,249463.0,977569.0,1339498.0,-361929.0,1522431.0,39.1,prior
earnings_city,682134.0,486471.0,2622869.0,2168361.0,454508.0,11877131.0,18.09,total
earnings_pica,327936.0,129515.0,946106.0,455396.0,490711.0,5053894.0,15.77,current
earnings_pica,58989.0,136321.0,539918.0,732944.0,-193025.0,960082.0,35.99,prior
earnings_pica,386925.0,265836.0,1486025.0,1188339.0,297685.0,6013975.0,19.81,total
earnings,1069059.0,752307.0,4108894.0,3356700.0,752193.0,17891106.0,18.68,total
net_profits_city,3188559.0,234888.0,8833027.0,1023838.0,7809189.0,22892973.0,27.84,current
net_profits_city,223401.0,938434.0,1024238.0,3864054.0,-2839816.0,3675762.0,21.79,prior
net_profits_city,3411960.0,1173323.0,9857265.0,4887892.0,4969373.0,26568735.0,27.06,total
net_profits_pica,3050047.0,209723.0,8397835.0,937540.0,7460295.0,18417165.0,31.32,current
net_profits_pica,202612.0,837894.0,928924.0,3452212.0,-2523288.0,4071076.0,18.58,prior
net_profits_pica,3252659.0,1047617.0,9326758.0,4389752.0,4937006.0,22488242.0,29.32,total
net_profits,6664619.0,2220940.0,19184023.0,9277644.0,9906379.0,49056977.0,28.11,total
wage_earnings_net_profits,254245954.0,159158774.0,791122384.0,631054579.0,160067805.0,1454412616.0,35.23,total
wage_earnings_net_profits_pica,66133548.0,39085166.0,209988971.0,164736641.0,45252330.0,373909029.0,35.96,total
wage_earnings_net_profits_city,188112406.0,120073608.0,581133413.0,466317938.0,114815475.0,1080503587.0,34.97,total
birt,29969271.0,22740602.0,84555665.0,65131802.0,19423863.0,,,current
birt,1837171.0,-1635394.0,5448872.0,5551128.0,-102256.0,,,prior
birt,31806442.0,21105208.0,90004537.0,70682930.0,19321607.0,541525463.0,14.25,total
sales,16360012.0,15253752.0,102110570.0,97513587.0,4596983.0,175531430.0,36.78,total
amusement,2172181.0,1924747.0,14177923.0,10560285.0,3617638.0,8523077.0,62.46,total
tobacco,1620.0,1387.0,52034.0,7480.0,44554.0,1122966.0,4.43,total
parking,7519593.0,6536147.0,31248999.0,26542587.0,4706412.0,60091001.0,34.21,total
valet,169268.0,127992.0,648085.0,561582.0,86503.0,1151915.0,36.0,total
real_estate_transfer,39045380.0,17175476.0,192399349.0,79808963.0,112590385.0,225907651.0,45.99,total
outdoor_ads,270080.0,272223.0,1147746.0,1076574.0,71172.0,2013254.0,36.31,total
soda,7041356.0,8045854.0,24096475.0,28492937.0,-4396462.0,,,current
soda,153756.0,105623.0,451529.0,121327.0,330202.0,,,prior
soda,7195112.0,8151477.0,24548004.0,28614264.0,-4066261.0,53345996.0,31.51,total
construction,201994.0,,753828.0,,753828.0,14246172.0,5.03,impact
other_taxes,6216129.0,2365.0,6344959.0,18265.0,6326694.0,-6284959.0,10574.93,total
all_taxes,302668459.0,194546942.0,1075612084.0,805602217.0,270009867.0,2940040916.0,26.79,total
