name,may_fy23,may_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted
us_government,432709.0,615640.0,25732892.0,21869566.0,3863326.0,30161108.0,46.04
commonwealth_of_pa,3048201.0,4174232.0,246510464.0,214745516.0,31764948.0,-15011464.0,106.48
other_governmental_units,,7459370.0,47681480.0,44209822.0,3471658.0,17383520.0,73.28
pica_transfer,97702646.0,60672219.0,597207262.0,506667313.0,90539949.0,-36285262.0,106.47
total_revenue_other_govts,101183556.0,72921461.0,917132098.0,787492217.0,129639881.0,-3752098.0,100.41
