name,mar_fy23,mar_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted
us_government,399947.0,6143934.0,18696219.0,19972753.0,-1276534.0,37197781.0,33.45
commonwealth_of_pa,58030537.0,15433042.0,238213524.0,210228507.0,27985017.0,-6714524.0,102.9
other_governmental_units,13329429.0,12320142.0,43831450.0,32250452.0,11580998.0,21233550.0,67.37
pica_transfer,54460692.0,94609763.0,442102343.0,386392035.0,55710308.0,118819657.0,78.82
total_revenue_other_govts,126220605.0,128506881.0,742843536.0,648843747.0,93999789.0,170536464.0,81.33
