name,apr_fy23,apr_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,118107272.0,173916132.0,768186789.0,676387643.0,91799145.0,17055211.0,97.83,current
real_estate,3629268.0,4436045.0,28975757.0,24847808.0,4127949.0,-811757.0,102.88,prior
real_estate,121736540.0,178352177.0,797162545.0,701235451.0,95927094.0,16243455.0,98.0,total
wage_city,141366913.0,128728180.0,1464331931.0,1363430755.0,100901176.0,143479069.0,91.08,current
wage_city,4095615.0,254246.0,-30985740.0,-32285294.0,1299553.0,33885740.0,,prior
wage_city,145462528.0,128982426.0,1433346191.0,1331145462.0,102200729.0,177364809.0,88.99,total
wage_pica,51734123.0,53525360.0,512959119.0,457735028.0,55224091.0,30623881.0,94.37,current
wage_pica,1423258.0,84125.0,-10767782.0,-10650192.0,-117589.0,11767782.0,-1076.78,prior
wage_pica,53157380.0,53609485.0,502191337.0,447084836.0,55106501.0,42391663.0,92.22,total
wage,198619909.0,182591911.0,1935537528.0,1778230298.0,157307230.0,219756472.0,89.8,total
earnings_city,2933011.0,979758.0,7018234.0,4145110.0,2873124.0,4981766.0,58.49,current
earnings_city,197221.0,161686.0,2196263.0,2019348.0,176915.0,303737.0,87.85,prior
earnings_city,3130232.0,1141444.0,9214497.0,6164458.0,3050039.0,5285503.0,63.55,total
earnings_pica,1642999.0,2978603.0,3925200.0,4733610.0,-808410.0,2074800.0,65.42,current
earnings_pica,109571.0,89300.0,1220187.0,1113069.0,107118.0,279813.0,81.35,prior
earnings_pica,1752570.0,3067903.0,5145387.0,5846679.0,-701292.0,2354613.0,68.61,total
earnings,4882802.0,4209347.0,14359884.0,12011137.0,2348747.0,7640116.0,65.27,total
net_profits_city,21402230.0,18919148.0,36203438.0,22282237.0,13921201.0,-4477438.0,114.11,current
net_profits_city,602723.0,286862.0,3700493.0,5014598.0,-1314105.0,999507.0,78.73,prior
net_profits_city,22004953.0,19206011.0,39903931.0,27296835.0,12607096.0,-3477931.0,109.55,total
net_profits_pica,19010033.0,17308374.0,32084246.0,20874515.0,11209730.0,-5269246.0,119.65,current
net_profits_pica,530215.0,260167.0,3255320.0,4538757.0,-1283437.0,1744680.0,65.11,prior
net_profits_pica,19540248.0,17568542.0,35339566.0,25413272.0,9926293.0,-3524566.0,111.08,total
net_profits,41545201.0,36774552.0,75243497.0,52710107.0,22533390.0,-7002497.0,110.26,total
wage_earnings_net_profits,245047911.0,223575810.0,2025140909.0,1842951542.0,182189367.0,220394091.0,90.19,total
wage_earnings_net_profits_pica,74450198.0,74245929.0,542676290.0,478344787.0,64331503.0,41221710.0,92.94,total
wage_earnings_net_profits_city,170597713.0,149329881.0,1482464619.0,1364606755.0,117857864.0,179172381.0,89.22,total
birt,360492910.0,374308777.0,568923158.0,600439501.0,-31516343.0,,,current
birt,4208714.0,2873967.0,23070246.0,18809226.0,4261020.0,,,prior
birt,364701624.0,377182744.0,591993404.0,619248727.0,-27255323.0,39536596.0,93.74,total
sales,31502174.0,26860445.0,219346984.0,205846314.0,13500670.0,58295016.0,79.0,total
amusement,1812492.0,1958363.0,28567797.0,20180294.0,8387504.0,-5866797.0,125.84,total
tobacco,26208.0,24415.0,593829.0,489792.0,104037.0,581171.0,50.54,total
parking,8581839.0,7436792.0,82588019.0,67358772.0,15229246.0,8751981.0,90.42,total
valet,134580.0,149233.0,1649941.0,1386839.0,263102.0,150059.0,91.66,total
real_estate_transfer,20596331.0,71384398.0,330183138.0,439369640.0,-109186502.0,88123862.0,78.93,total
outdoor_ads,208258.0,289377.0,2873933.0,2799364.0,74569.0,287067.0,90.92,total
soda,6109042.0,5823078.0,60060139.0,63265994.0,-3205855.0,,,current
soda,13997.0,10069.0,577733.0,611544.0,-33811.0,,,prior
soda,6123039.0,5833147.0,60637872.0,63877538.0,-3239666.0,17256128.0,77.85,total
construction,139112.0,142488.0,2615137.0,173557.0,2441580.0,12384863.0,17.43,impact
other_taxes,4081296.0,1035181.0,7391449.0,1384301.0,6007148.0,-7331449.0,12319.08,total
all_taxes,730241206.0,819978640.0,3608068667.0,3487957343.0,120111324.0,407584333.0,89.85,total
