name,aug_fy23,aug_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted
us_government,276626.0,459260.0,1334315.0,906916.0,427399.0,54559685.0,2.39
commonwealth_of_pa,57587924.0,50455913.0,57835519.0,50879952.0,6955567.0,173663481.0,24.98
other_governmental_units,3864551.0,2003524.0,14109666.0,11504029.0,2605637.0,50955334.0,21.69
pica_transfer,8502672.0,43672659.0,91632130.0,63179975.0,28452155.0,469289870.0,16.34
total_revenue_other_govts,70231772.0,96591356.0,164911630.0,126470871.0,38440759.0,748468370.0,18.06
