name,may_fy23,may_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,2235669.0,7236033.0,770422458.0,683623676.0,86798782.0,14819542.0,98.11,current
real_estate,2778704.0,2702317.0,31754461.0,27550125.0,4204336.0,-3590461.0,112.75,prior
real_estate,5014373.0,9938350.0,802176919.0,711173801.0,91003118.0,11229081.0,98.62,total
wage_city,151048782.0,147842102.0,1615380713.0,1511272858.0,104107855.0,-7569713.0,100.47,current
wage_city,-1072425.0,391214.0,-32058166.0,-31894080.0,-164086.0,34958166.0,,prior
wage_city,149976357.0,148233316.0,1583322547.0,1479378778.0,103943769.0,27388453.0,98.3,total
wage_pica,55359158.0,52195169.0,568318277.0,509930197.0,58388080.0,-24735277.0,104.55,current
wage_pica,-372676.0,129445.0,-11140457.0,-10520748.0,-619709.0,12140457.0,-1114.05,prior
wage_pica,54986482.0,52324614.0,557177820.0,499409449.0,57768371.0,-12594820.0,102.31,total
wage,204962839.0,200557930.0,2140500367.0,1978788227.0,161712140.0,14793633.0,99.31,total
earnings_city,4004227.0,5689001.0,11022460.0,9834111.0,1188349.0,977540.0,91.85,current
earnings_city,345287.0,159983.0,2541550.0,2179331.0,362219.0,-41550.0,101.66,prior
earnings_city,4349514.0,5848984.0,13564010.0,12013442.0,1550568.0,935990.0,93.54,total
earnings_pica,2237664.0,728817.0,6162864.0,5462427.0,700437.0,-162864.0,102.71,current
earnings_pica,191832.0,88360.0,1412019.0,1201429.0,210590.0,87981.0,94.13,prior
earnings_pica,2429496.0,817177.0,7574883.0,6663856.0,911027.0,-74883.0,101.0,total
earnings,6779010.0,6666161.0,21138893.0,18677298.0,2461595.0,861107.0,96.09,total
net_profits_city,6420742.0,5532427.0,42624180.0,27814665.0,14809515.0,-10898180.0,134.35,current
net_profits_city,861390.0,228353.0,4561883.0,5242950.0,-681067.0,138117.0,97.06,prior
net_profits_city,7282132.0,5760780.0,47186063.0,33057615.0,14128448.0,-10760063.0,129.54,total
net_profits_pica,5843622.0,5125491.0,37927868.0,26000006.0,11927862.0,-11112868.0,141.44,current
net_profits_pica,757764.0,207102.0,4013084.0,4745860.0,-732776.0,986916.0,80.26,prior
net_profits_pica,6601386.0,5332593.0,41940952.0,30745866.0,11195086.0,-10125952.0,131.83,total
net_profits,13883518.0,11093373.0,89127015.0,63803481.0,25323534.0,-20886015.0,130.61,total
wage_earnings_net_profits,225625367.0,218317464.0,2250766275.0,2061269006.0,189497269.0,-5231275.0,100.23,total
wage_earnings_net_profits_pica,64017364.0,58474384.0,606693655.0,536819171.0,69874484.0,-22795655.0,103.9,total
wage_earnings_net_profits_city,161608003.0,159843080.0,1644072620.0,1524449835.0,119622785.0,17564380.0,98.94,total
birt,86595848.0,65290697.0,655519007.0,665730198.0,-10211191.0,,,current
birt,-1925910.0,2554660.0,21144336.0,21363886.0,-219550.0,,,prior
birt,84669938.0,67845357.0,676663343.0,687094084.0,-10430741.0,-45133343.0,107.15,total
sales,37210368.0,34074566.0,256557352.0,239920880.0,16636472.0,21084648.0,92.41,total
amusement,2642622.0,2407108.0,31210420.0,22587402.0,8623018.0,-8509420.0,137.48,total
tobacco,7916.0,187683.0,601745.0,677475.0,-75730.0,573255.0,51.21,total
parking,8772209.0,8131664.0,91360227.0,75490436.0,15869791.0,-20227.0,100.02,total
valet,154604.0,157314.0,1804545.0,1544152.0,260393.0,-4545.0,100.25,total
real_estate_transfer,24484644.0,54448509.0,354667783.0,493818149.0,-139150366.0,63639217.0,84.79,total
outdoor_ads,243791.0,216846.0,3117724.0,3016210.0,101514.0,43276.0,98.63,total
soda,5840342.0,5542641.0,65900481.0,68808634.0,-2908153.0,,,current
soda,19915.0,399144.0,597648.0,1010688.0,-413040.0,,,prior
soda,5860257.0,5941785.0,66498129.0,69819322.0,-3321193.0,11395871.0,85.37,total
construction,295370.0,253246.0,2910507.0,426802.0,2483705.0,12089493.0,19.4,impact
other_taxes,-182654.0,240587.0,7208795.0,1624887.0,5583908.0,-7148795.0,12014.66,total
all_taxes,330781441.0,343686095.0,3938850109.0,3831643435.0,107206674.0,76802891.0,98.09,total
