name,mar_fy23,mar_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,474855801.0,341896774.0,650079517.0,502471511.0,147608006.0,135162483.0,82.79,current
real_estate,12629015.0,3741867.0,25346488.0,20411763.0,4934725.0,2817512.0,90.0,prior
real_estate,487484816.0,345638641.0,675426005.0,522883274.0,152542731.0,137979995.0,83.04,total
wage_city,157841810.0,153879275.0,1322965018.0,1234702576.0,88262442.0,284845982.0,82.28,current
wage_city,-1853044.0,7238886.0,-35081356.0,-32539540.0,-2541816.0,37981356.0,,prior
wage_city,155988766.0,161118161.0,1287883662.0,1202163036.0,85720626.0,322827338.0,79.96,total
wage_pica,56125154.0,55830616.0,461224996.0,404209668.0,57015328.0,82358004.0,84.85,current
wage_pica,-643947.0,-9527603.0,-12191039.0,-10734317.0,-1456722.0,13191039.0,-1219.1,prior
wage_pica,55481207.0,46303013.0,449033957.0,393475351.0,55558606.0,95549043.0,82.45,total
wage,211469973.0,207421174.0,1736917619.0,1595638387.0,141279232.0,418376381.0,80.59,total
earnings_city,794770.0,509371.0,4085223.0,3165351.0,919872.0,7914777.0,34.04,current
earnings_city,215770.0,136741.0,1999042.0,1857662.0,141380.0,500958.0,79.96,prior
earnings_city,1010540.0,646112.0,6084265.0,5023013.0,1061252.0,8415735.0,41.96,total
earnings_pica,454322.0,289605.0,2282202.0,1755007.0,527195.0,3717798.0,38.04,current
earnings_pica,119876.0,82393.0,1110616.0,1023769.0,86847.0,389384.0,74.04,prior
earnings_pica,574198.0,371998.0,3392818.0,2778776.0,614042.0,4107182.0,45.24,total
earnings,1584738.0,1018110.0,9477083.0,7801789.0,1675294.0,12522917.0,43.08,total
net_profits_city,2938764.0,1790882.0,14801209.0,3363089.0,11438120.0,16924791.0,46.65,current
net_profits_city,267836.0,179941.0,3097770.0,4727735.0,-1629965.0,1602230.0,65.91,prior
net_profits_city,3206600.0,1970823.0,17898979.0,8090824.0,9808155.0,18527021.0,49.14,total
net_profits_pica,2636668.0,1631906.0,13074213.0,3566141.0,9508072.0,13740787.0,48.76,current
net_profits_pica,235615.0,215454.0,2725105.0,4278590.0,-1553485.0,2274895.0,54.5,prior
net_profits_pica,2872283.0,1847360.0,15799318.0,7844731.0,7954587.0,16015682.0,49.66,total
net_profits,6078883.0,3818183.0,33698297.0,15935555.0,17762742.0,34542703.0,49.38,total
wage_earnings_net_profits,219133594.0,212257467.0,1780092999.0,1619375731.0,160717268.0,465442001.0,79.27,total
wage_earnings_net_profits_pica,58927688.0,48522371.0,468226093.0,404098858.0,64127235.0,115671907.0,80.19,total
wage_earnings_net_profits_city,160205906.0,163735096.0,1311866906.0,1215276873.0,96590033.0,349770094.0,78.95,total
birt,46789930.0,45228871.0,208430248.0,226130724.0,-17700476.0,,,current
birt,2762728.0,2124734.0,18861532.0,15935259.0,2926273.0,,,prior
birt,49552658.0,47353605.0,227291780.0,242065983.0,-14774203.0,404238220.0,35.99,total
sales,16071326.0,15276233.0,187844810.0,178985869.0,8858941.0,89797190.0,67.66,total
amusement,1350418.0,1684627.0,26755306.0,18221931.0,8533375.0,-4054306.0,117.86,total
tobacco,7539.0,6444.0,567621.0,465377.0,102244.0,607379.0,48.31,total
parking,8630279.0,6645979.0,74006179.0,59921980.0,14084199.0,17333821.0,81.02,total
valet,192040.0,105197.0,1515361.0,1237606.0,277755.0,284639.0,84.19,total
real_estate_transfer,21228413.0,72872690.0,309586807.0,367985242.0,-58398435.0,108720193.0,74.01,total
outdoor_ads,255227.0,228524.0,2665675.0,2509987.0,155688.0,495325.0,84.33,total
soda,5347699.0,5223700.0,53951097.0,57442916.0,-3491819.0,,,current
soda,8746.0,17203.0,563736.0,601475.0,-37739.0,,,prior
soda,5356445.0,5240903.0,54514833.0,58044391.0,-3529558.0,23379167.0,69.99,total
construction,466640.0,22317.0,2476025.0,31068.0,2444957.0,12523975.0,16.51,impact
other_taxes,1343060.0,-83550.0,3310153.0,349119.0,2961034.0,-3250153.0,5516.92,total
all_taxes,752144767.0,658726706.0,2877827461.0,2667978700.0,209848761.0,1137825539.0,71.67,total
