name,jul_fy15,jul_fy14,fy15_ytd,fy14_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,2656144.0,4451919.0,2656144.0,4451919.0,-1795775.0,500513856.0,0.53,current
real_estate,5659918.0,3719878.0,5659918.0,3719878.0,1940040.0,38574082.0,12.8,prior
real_estate,8316062.0,8171797.0,8316062.0,8171797.0,144265.0,539087938.0,1.52,total
wage_city,118963181.0,109922055.0,118963181.0,109922055.0,9041126.0,1161450819.0,9.29,current
wage_city,-665622.0,68836.0,-665622.0,68836.0,-734458.0,3915622.0,-20.48,prior
wage_city,118297559.0,109990891.0,118297559.0,109990891.0,8306668.0,1165366441.0,9.22,total
wage_pica,33344733.0,32511600.0,33344733.0,32511600.0,833133.0,349208267.0,8.72,current
wage_pica,,-64723.0,,-64723.0,64723.0,1500000.0,0.0,prior
wage_pica,33344733.0,32446877.0,33344733.0,32446877.0,897856.0,350708267.0,8.68,total
wage,151642292.0,142437768.0,151642292.0,142437768.0,9204524.0,1516074708.0,9.09,total
earnings_city,213323.0,368225.0,213323.0,368225.0,-154902.0,9786677.0,2.13,current
earnings_city,327672.0,264810.0,327672.0,264810.0,62862.0,672328.0,32.77,prior
earnings_city,540995.0,633035.0,540995.0,633035.0,-92040.0,10459005.0,4.92,total
earnings_pica,266330.0,181838.0,266330.0,181838.0,84492.0,1233670.0,17.76,current
earnings_pica,,108234.0,,108234.0,-108234.0,3500000.0,0.0,prior
earnings_pica,266330.0,290072.0,266330.0,290072.0,-23742.0,4733670.0,5.33,total
earnings,807325.0,923107.0,807325.0,923107.0,-115782.0,15192675.0,5.05,total
net_profits_city,-2085057.0,561224.0,-2085057.0,561224.0,-2646281.0,20076057.0,-11.59,current
net_profits_city,198435.0,256286.0,198435.0,256286.0,-57851.0,2301565.0,7.94,prior
net_profits_city,-1886622.0,817510.0,-1886622.0,817510.0,-2704132.0,22377622.0,-9.21,total
net_profits_pica,268741.0,-268237.0,268741.0,-268237.0,536978.0,13924259.0,1.89,current
net_profits_pica,,-45798.0,,-45798.0,45798.0,500000.0,0.0,prior
net_profits_pica,268741.0,-314035.0,268741.0,-314035.0,582776.0,14424259.0,1.83,total
net_profits,-1617881.0,503475.0,-1617881.0,503475.0,-2121356.0,36801881.0,-4.6,total
wage_earnings_net_profits,150831736.0,143864350.0,150831736.0,143864350.0,6967386.0,1568069264.0,8.77,total
wage_earnings_net_profits_pica,33879804.0,32422914.0,33879804.0,32422914.0,1456890.0,369866196.0,8.39,total
wage_earnings_net_profits_city,116951932.0,111441436.0,116951932.0,111441436.0,5510496.0,1198203068.0,8.89,total
birt,842465.0,2038030.0,842465.0,2038030.0,-1195565.0,,,current
birt,3230857.0,3229528.0,3230857.0,3229528.0,1329.0,,,prior
birt,4073322.0,5267558.0,4073322.0,5267558.0,-1194236.0,449119678.0,0.9,total
sales,22342454.0,21638628.0,22342454.0,21638628.0,703826.0,132300546.0,14.45,total
amusement,1286144.0,1472970.0,1286144.0,1472970.0,-186826.0,19587856.0,6.16,total
tobacco,46554.0,890.0,46554.0,890.0,45664.0,590446.0,7.31,total
parking,6117225.0,5915541.0,6117225.0,5915541.0,201684.0,69223775.0,8.12,total
valet,122779.0,136163.0,122779.0,136163.0,-13384.0,1402221.0,8.05,total
real_estate_transfer,15779695.0,15161436.0,15779695.0,15161436.0,618259.0,160820305.0,8.94,total
outdoor_ads,277587.0,231817.0,277587.0,231817.0,45770.0,2472413.0,10.09,total
other_taxes,20.0,424002.0,20.0,424002.0,-423982.0,82980.0,0.02,total
all_taxes,175313774.0,169862238.0,175313774.0,169862238.0,5451536.0,2572891226.0,6.38,total
