name,jul_fy22,jul_fy21,fy22_ytd,fy21_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5280943.0,6994621.0,5280943.0,6994621.0,-1713678.0,691065057.0,0.76,current
real_estate,1917365.0,2061293.0,1917365.0,2061293.0,-143928.0,24819635.0,7.17,prior
real_estate,7198308.0,9055914.0,7198308.0,9055914.0,-1857606.0,715884692.0,1.0,total
wage_city,112524049.0,117295156.0,112524049.0,117295156.0,-4771107.0,1427485951.0,7.31,current
wage_city,-20418893.0,-606072.0,-20418893.0,-606072.0,-19812821.0,-47681107.0,29.98,prior
wage_city,92105156.0,116689084.0,92105156.0,116689084.0,-24583928.0,1379804844.0,6.26,total
wage_pica,36098031.0,37288620.0,36098031.0,37288620.0,-1190589.0,455316969.0,7.35,current
wage_pica,,-189415.0,,-189415.0,189415.0,3000000.0,0.0,prior
wage_pica,36098031.0,37099206.0,36098031.0,37099206.0,-1001174.0,458316969.0,7.3,total
wage,128203188.0,153788290.0,128203188.0,153788290.0,-25585102.0,1838121812.0,6.52,total
earnings_city,276995.0,3818447.0,276995.0,3818447.0,-3541452.0,10723005.0,2.52,current
earnings_city,356443.0,995798.0,356443.0,995798.0,-639355.0,3143557.0,10.18,prior
earnings_city,633439.0,4814245.0,633439.0,4814245.0,-4180807.0,13866561.0,4.37,total
earnings_pica,153396.0,2077255.0,153396.0,2077255.0,-1923859.0,4846604.0,3.07,current
earnings_pica,194925.0,541693.0,194925.0,541693.0,-346768.0,1805075.0,9.75,prior
earnings_pica,348322.0,2618948.0,348322.0,2618948.0,-2270626.0,6651678.0,4.98,total
earnings,981760.0,7433193.0,981760.0,7433193.0,-6451433.0,20518240.0,4.57,total
net_profits_city,170094.0,12350166.0,170094.0,12350166.0,-12180073.0,25487906.0,0.66,current
net_profits_city,653330.0,242287.0,653330.0,242287.0,411043.0,4046670.0,13.9,prior
net_profits_city,823424.0,12592454.0,823424.0,12592454.0,-11769030.0,29534576.0,2.71,total
net_profits_pica,161204.0,11331375.0,161204.0,11331375.0,-11170171.0,22345796.0,0.72,current
net_profits_pica,583596.0,222596.0,583596.0,222596.0,361000.0,3416404.0,14.59,prior
net_profits_pica,744800.0,11553971.0,744800.0,11553971.0,-10809171.0,25762200.0,2.81,total
net_profits,1568224.0,24146425.0,1568224.0,24146425.0,-22578201.0,55296776.0,2.76,total
wage_earnings_net_profits,130753172.0,185367908.0,130753172.0,185367908.0,-54614736.0,1913936829.0,6.39,total
wage_earnings_net_profits_pica,37191153.0,51272125.0,37191153.0,51272125.0,-14080972.0,490730847.0,7.04,total
wage_earnings_net_profits_city,93562019.0,134095783.0,93562019.0,134095783.0,-40533764.0,1423205981.0,6.17,total
birt,8076815.0,261024311.0,8076815.0,261024311.0,-252947495.0,-807681548.0,,current
birt,1653857.0,5347336.0,1653857.0,5347336.0,-3693479.0,-165385662.0,,prior
birt,9730672.0,266371647.0,9730672.0,266371647.0,-256640975.0,511468328.0,1.87,total
sales,31455553.0,24369710.0,31455553.0,24369710.0,7085843.0,184968447.0,14.53,total
amusement,976200.0,2448.0,976200.0,2448.0,973752.0,11986800.0,7.53,total
tobacco,5619.0,18876.0,5619.0,18876.0,-13257.0,1060381.0,0.53,total
parking,6594577.0,2508552.0,6594577.0,2508552.0,4086025.0,49219423.0,11.82,total
valet,120312.0,7575.0,120312.0,7575.0,112738.0,494688.0,19.56,total
real_estate_transfer,14171981.0,36372710.0,14171981.0,36372710.0,-22200730.0,280687019.0,4.81,total
outdoor_ads,270980.0,151158.0,270980.0,151158.0,119821.0,2171020.0,11.1,total
soda,7046885.0,5720958.0,7046885.0,5720958.0,1325927.0,-704688492.0,,current
soda,9636.0,5544.0,9636.0,5544.0,4092.0,,,prior
soda,7056521.0,5726502.0,7056521.0,5726502.0,1330019.0,65458479.0,9.73,total
other_taxes,,,,,,60000.0,0.0,total
all_taxes,171142741.0,478680874.0,171142741.0,478680874.0,-307538133.0,3246665259.0,5.01,total
