name,mar_fy21,mar_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted
us_government,350042.0,1494260.0,26213218.0,10223182.0,15990036.0,72775782.0,26.48
commonwealth_of_pa,3212457.0,2063760.0,218061438.0,206711710.0,11349728.0,9380562.0,95.88
other_governmental_units,6203044.0,4507207.0,17846696.0,42123812.0,-24277116.0,33926304.0,34.47
pica_transfer,57275075.0,10625103.0,358261006.0,334986605.0,23274400.0,103337994.0,77.61
total_revenue_other_govts,67040618.0,18690330.0,620382358.0,594045309.0,26337048.0,219420642.0,73.87
