name,jul_fy21,jul_fy20,fy21_ytd,fy20_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,6994621.0,5755551.0,6994621.0,5755551.0,1239070.0,640479379.0,1.08,current
real_estate,2061293.0,2888175.0,2061293.0,2888175.0,-826882.0,34752707.0,5.6,prior
real_estate,9055914.0,8643726.0,9055914.0,8643726.0,412188.0,675232086.0,1.32,total
wage_city,117295156.0,157477811.0,117295156.0,157477811.0,-40182655.0,1386403844.0,7.8,current
wage_city,-606072.0,-462375.0,-606072.0,-462375.0,-143697.0,3006072.0,-25.25,prior
wage_city,116689084.0,157015436.0,116689084.0,157015436.0,-40326353.0,1389409916.0,7.75,total
wage_pica,37288620.0,49103974.0,37288620.0,49103974.0,-11815353.0,436676380.0,7.87,current
wage_pica,-189415.0,-144176.0,-189415.0,-144176.0,-45239.0,1189415.0,-18.94,prior
wage_pica,37099206.0,48959798.0,37099206.0,48959798.0,-11860592.0,437865794.0,7.81,total
wage,153788290.0,205975234.0,153788290.0,205975234.0,-52186945.0,1827275711.0,7.76,total
earnings_city,3818447.0,352826.0,3818447.0,352826.0,3465621.0,6181553.0,38.18,current
earnings_city,995798.0,443072.0,995798.0,443072.0,552726.0,2004202.0,33.19,prior
earnings_city,4814245.0,795898.0,4814245.0,795898.0,4018347.0,8185755.0,37.03,total
earnings_pica,2077255.0,187810.0,2077255.0,187810.0,1889446.0,1922745.0,51.93,current
earnings_pica,541693.0,235847.0,541693.0,235847.0,305846.0,1958307.0,21.67,prior
earnings_pica,2618948.0,423657.0,2618948.0,423657.0,2195292.0,3881052.0,40.29,total
earnings,7433193.0,1219555.0,7433193.0,1219555.0,6213639.0,12066807.0,38.12,total
net_profits_city,12350166.0,311989.0,12350166.0,311989.0,12038177.0,12813834.0,49.08,current
net_profits_city,242287.0,1027188.0,242287.0,1027188.0,-784901.0,4457713.0,5.16,prior
net_profits_city,12592454.0,1339177.0,12592454.0,1339177.0,11253276.0,17271546.0,42.17,total
net_profits_pica,11331375.0,277336.0,11331375.0,277336.0,11054040.0,10023625.0,53.06,current
net_profits_pica,222596.0,913100.0,222596.0,913100.0,-690504.0,4777404.0,4.45,prior
net_profits_pica,11553971.0,1190435.0,11553971.0,1190435.0,10363536.0,14801029.0,43.84,total
net_profits,24146425.0,2529613.0,24146425.0,2529613.0,21616812.0,32072575.0,42.95,total
wage_earnings_net_profits,185367908.0,209724402.0,185367908.0,209724402.0,-24356494.0,1871415092.0,9.01,total
wage_earnings_net_profits_pica,51272125.0,50573890.0,51272125.0,50573890.0,698235.0,456547875.0,10.1,total
wage_earnings_net_profits_city,134095783.0,159150512.0,134095783.0,159150512.0,-25054729.0,1414867217.0,8.66,total
birt,261024311.0,7905478.0,261024311.0,7905478.0,253118833.0,,,current
birt,5347336.0,2347377.0,5347336.0,2347377.0,2999959.0,,,prior
birt,266371647.0,10252855.0,266371647.0,10252855.0,256118792.0,197949353.0,57.37,total
sales,24369710.0,27967226.0,24369710.0,27967226.0,-3597516.0,150138290.0,13.96,total
amusement,2448.0,1501150.0,2448.0,1501150.0,-1498702.0,16608552.0,0.01,total
tobacco,18876.0,5505.0,18876.0,5505.0,13371.0,948124.0,1.95,total
parking,2508552.0,7692007.0,2508552.0,7692007.0,-5183455.0,72962448.0,3.32,total
valet,7575.0,140858.0,7575.0,140858.0,-133283.0,1240425.0,0.61,total
real_estate_transfer,36372710.0,31189084.0,36372710.0,31189084.0,5183627.0,256443290.0,12.42,total
outdoor_ads,151158.0,310974.0,151158.0,310974.0,-159816.0,3239842.0,4.46,total
soda,5720958.0,6798326.0,5720958.0,6798326.0,-1077368.0,,,current
soda,5544.0,12242.0,5544.0,12242.0,-6698.0,,,prior
soda,5726502.0,6810568.0,5726502.0,6810568.0,-1084066.0,61714498.0,8.49,total
other_taxes,,2100.0,,2100.0,-2100.0,73000.0,0.0,total
all_taxes,478680874.0,253666564.0,478680874.0,253666564.0,225014310.0,2851417126.0,14.37,total
