name,jun_fy16,jun_fy15,fy16_ytd,fy15_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,-1533913.0,8664270.0,520329188.0,490284759.0,30044429.0,12148812.0,97.72,current
real_estate,1035992.0,2624401.0,51422403.0,44913080.0,6509323.0,-2468403.0,105.04,prior
real_estate,-497921.0,11288671.0,571751591.0,535197839.0,36553752.0,9680409.0,98.34,total
wage_city,109003815.0,103600216.0,1363384426.0,1304371646.0,59012780.0,-9623426.0,100.71,current
wage_city,-3197915.0,-1305294.0,5629930.0,6970405.0,,-129930.0,102.36,prior
wage_city,105805900.0,102294922.0,1369014356.0,1311342051.0,57672305.0,-9753356.0,100.72,total
wage_pica,32754564.0,31730841.0,412108340.0,386841740.0,25266600.0,-5317340.0,101.31,current
wage_pica,,,2074656.0,,3368745.0,925344.0,69.16,prior
wage_pica,32159475.0,30644771.0,414182996.0,385547651.0,28635345.0,-4391996.0,103.34,total
wage,137965375.0,132939693.0,1783197352.0,1696889702.0,86307650.0,-14145352.0,100.8,total
earnings_city,444148.0,311336.0,9870255.0,11975883.0,-2105628.0,1129745.0,89.73,current
earnings_city,-127897.0,-63150.0,2767234.0,124058.0,2643176.0,-1767234.0,276.72,prior
earnings_city,316251.0,248186.0,12637489.0,1209941.0,537548.0,-637489.0,105.31,total
earnings_pica,237601.0,-189131.0,4979733.0,1654013.0,3325720.0,-3479733.0,331.98,current
earnings_pica,-21584.0,324509.0,1434913.0,3600138.0,-2165225.0,2065087.0,41.0,prior
earnings_pica,216017.0,135378.0,6414646.0,5254151.0,1160495.0,-1414646.0,128.29,total
earnings,532268.0,383564.0,19052135.0,17354092.0,1698043.0,-2052135.0,112.07,total
net_profits_city,3782043.0,718043.0,22912369.0,13410660.0,9501709.0,-5022369.0,128.07,current
net_profits_city,-1004539.0,-361694.0,2055832.0,6464233.0,-4408401.0,944168.0,68.53,prior
net_profits_city,2777504.0,356349.0,24968201.0,19874893.0,5093308.0,-4078201.0,119.52,total
net_profits_pica,3648687.0,2225654.0,21816717.0,18920763.0,2895954.0,-5926717.0,137.3,current
net_profits_pica,-822906.0,472904.0,2083521.0,-1231347.0,3314868.0,-1083521.0,208.35,prior
net_profits_pica,2825781.0,2698558.0,23900238.0,17689416.0,6210822.0,-7010238.0,141.51,total
net_profits,5603285.0,3054907.0,48868439.0,37564309.0,11304130.0,-11088439.0,129.35,total
wage_earnings_net_profits,144100928.0,136378164.0,1851117926.0,1751808103.0,99309823.0,-27285926.0,101.5,total
wage_earnings_net_profits_pica,35201273.0,33478707.0,444497880.0,408491218.0,36006662.0,-12816880.0,102.97,total
wage_earnings_net_profits_city,108899655.0,102899457.0,1406620046.0,1343316885.0,63303161.0,-14469046.0,101.04,total
birt,-21191970.0,-20984187.0,429998394.0,398486185.0,31512209.0,,,current
birt,9047080.0,-2838690.0,47036983.0,36114232.0,10922751.0,,,prior
birt,-12144890.0,-23822877.0,477035377.0,434600417.0,42434960.0,-41828377.0,109.61,total
sales,11919569.0,12037630.0,158939615.0,151925015.0,7014600.0,11904385.0,93.03,total
amusement,728457.0,727347.0,19140086.0,18745597.0,394489.0,476914.0,97.57,total
tobacco,13581.0,3118.0,779578.0,786804.0,-7226.0,-26578.0,103.53,total
parking,8991724.0,6497464.0,92160979.0,76210853.0,15950126.0,-1849979.0,102.05,total
valet,135603.0,134101.0,1444081.0,1576282.0,-132201.0,155919.0,90.26,total
real_estate_transfer,22416753.0,22098532.0,236275207.0,203141585.0,33133622.0,1251793.0,99.47,total
outdoor_ads,386458.0,184241.0,2903459.0,2542037.0,361422.0,121541.0,95.98,total
other_taxes,,,57668.0,464066.0,-406398.0,-7668.0,115.34,total
all_taxes,140848989.0,132047684.0,2967107687.0,2768507380.0,198600307.0,-34590687.0,101.18,total
