name,sep_fy23,sep_fy22,fy23_ytd,fy22_ytd,net_change,budget_requirement,pct_budgeted
us_government,728843.0,642303.0,2064103.0,1549219.0,514885.0,53829897.0,3.69
commonwealth_of_pa,3453339.0,80524426.0,61288858.0,131404378.0,-70115520.0,170210142.0,26.47
other_governmental_units,1801859.0,4173991.0,15911525.0,15678020.0,233505.0,49153475.0,24.45
pica_transfer,35269205.0,54685240.0,126901335.0,117865215.0,9036120.0,434020665.0,22.62
total_revenue_other_govts,41253246.0,140025961.0,206165822.0,266496832.0,-60331010.0,707214178.0,22.57
