name,sep_fy18,sep_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,3868341.0,3642966.0,16434873.0,15474578.0,960295.0,715695127.0,2.24,current
real_estate,4106154.0,3879179.0,13257308.0,13304293.0,-46985.0,46732692.0,22.1,prior
real_estate,7974495.0,7522145.0,29692181.0,28778871.0,913310.0,762427819.0,3.75,total
school_income,24377.0,,1051136.0,292134.0,759002.0,2132864.0,33.01,current
school_income,465089.0,241841.0,1312458.0,536247.0,776211.0,36897542.0,3.43,prior
school_income,160941.0,367583.0,670069.0,782843.0,-112774.0,2569931.0,20.68,total
use_and_occupancy,626030.0,609424.0,1982527.0,1319090.0,663437.0,39467473.0,4.78,current
use_and_occupancy,13235005.0,9111462.0,46964603.0,36178828.0,10785775.0,94635397.0,33.17,prior
use_and_occupancy,192812.0,154667.0,1749255.0,1055850.0,693405.0,5050745.0,25.72,total
liquor,13427817.0,9266129.0,48713858.0,37234678.0,11479180.0,99686142.0,32.83,current
liquor,5962672.0,4173220.0,17459170.0,14927916.0,2531254.0,47840830.0,26.74,prior
liquor,467238.0,682584.0,2143319.0,1497472.0,645847.0,6356681.0,25.22,total
other_nontax,6429910.0,4855804.0,19602489.0,16425388.0,3177101.0,54197511.0,26.56,total
total_revenue,28482629.0,22253502.0,101042191.0,84050161.0,16992030.0,957911809.0,9.54,total
