name,jun_fy19,jun_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5072173.0,4389089.0,799492092.0,740997682,58494410,5438092.0,101.0,current
real_estate,755015.0,524674.0,48812079.0,48190020,622059,2200079.0,105.0,prior
real_estate,5827188.0,3864415.0,848304171.0,789187702,59116469,7638171.0,101.0,total
school_income,1273179.0,4619.0,10529986.0,4548431,5981555,5113986.0,194.0,current
school_income,238077.0,303714.0,46418642.0,43379451,3039191,68642.0,100.0,prior
school_income,111377.0,117628.0,3113182.0,4935283,1822101,186818.0,94.0,total
use_and_occupancy,349454.0,186086.0,49531824.0,48314734,1217090,118176.0,100.0,current
use_and_occupancy,13888315.0,14508421.0,174270487.0,168202637,6067850,4501513.0,97.0,prior
use_and_occupancy,654420.0,445921.0,8251466.0,7312133,939333,451466.0,106.0,total
liquor,14542735.0,14954342.0,182521953.0,175514770,7007183,4050047.0,98.0,current
liquor,6625635.0,6253010.0,72516494.0,69573506,2942988,865506.0,99.0,prior
liquor,306149.0,284348.0,5814254.0,7247343,1433089,156254.0,103.0,total
pilots,6931784.0,6537358.0,78330748.0,76820849,1509899,709252.0,99.0,total
other_nontax,,,,9239,9239,,,total
total_revenue,28924340.0,25546820.0,1169218682.0,1094395725,74822957,7874682.0,101.0,total
