name,jul_fy17,jul_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5472803.0,5827741.0,5472803.0,5827741.0,354938.0,645021197.0,0.84,current
real_estate,4062327.0,6906432.0,4062327.0,6906432.0,2844105.0,66677673.0,5.74,prior
real_estate,9535130.0,12734173.0,9535130.0,12734173.0,3199043.0,711698870.0,1.32,total
school_income,211934.0,203753.0,211934.0,203753.0,8181.0,4833066.0,4.2,current
school_income,244656.0,304770.0,244656.0,304770.0,60114.0,35255344.0,0.69,prior
school_income,166868.0,202958.0,166868.0,202958.0,36090.0,4233132.0,3.79,total
use_and_occupancy,411524.0,507728.0,411524.0,507728.0,96204.0,39488476.0,1.03,current
use_and_occupancy,14858592.0,15670007.0,14858592.0,15670007.0,811415.0,117141408.0,11.26,prior
use_and_occupancy,317940.0,724483.0,317940.0,724483.0,406543.0,7182060.0,4.24,total
liquor,15176532.0,16394490.0,15176532.0,16394490.0,1217958.0,124323468.0,10.88,current
liquor,5046611.0,5932851.0,5046611.0,5932851.0,886240.0,54953389.0,8.41,prior
liquor,429048.0,449431.0,429048.0,449431.0,20383.0,5220952.0,7.59,total
other_nontax,5475659.0,6382282.0,5475659.0,6382282.0,906623.0,60174341.0,8.34,total
total_revenue,30810779.0,36222426.0,30810779.0,36222426.0,5411647.0,940518221.0,3.17,total
