name,sep_fy20,sep_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4969526.0,4344392.0,18834943.0,17173396.0,1661547.0,783500057.0,2.0,current
real_estate,3494850.0,3555757.0,11521297.0,12967270.0,1445973.0,34157703.0,25.0,prior
real_estate,8464376.0,7900149.0,30356240.0,30140666.0,215574.0,817657760.0,4.0,total
school_income,,238347.0,404723.0,2198667.0,1793944.0,4985277.0,8.0,current
school_income,582415.0,314690.0,1703237.0,1379351.0,323886.0,46037763.0,4.0,prior
school_income,83120.0,137077.0,344231.0,608121.0,263890.0,2955769.0,10.0,total
use_and_occupancy,665535.0,451767.0,2047468.0,1987472.0,59996.0,48993532.0,4.0,current
use_and_occupancy,14924554.0,13993608.0,48083251.0,49926787.0,1843536.0,129256749.0,27.0,prior
use_and_occupancy,431262.0,297537.0,1918626.0,1296264.0,622362.0,5881374.0,25.0,total
liquor,15355816.0,14291145.0,50001877.0,51223051.0,1221174.0,135138123.0,27.0,current
liquor,6215344.0,4419319.0,20123793.0,17233178.0,2890615.0,55826207.0,26.0,prior
liquor,165896.0,202464.0,822556.0,935202.0,112646.0,4835444.0,15.0,total
other_nontax,6381240.0,4621783.0,20946349.0,18168380.0,2777969.0,60661651.0,26.0,total
total_revenue,30866967.0,27503191.0,103756657.0,103718236.0,38421.0,1067436343.0,9.0,total
