name,jul_fy19,jul_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,6219572.0,6710226.0,6219572.0,6710226.0,490654.0,809029428.0,1.0,current
real_estate,4401730.0,4534263.0,4401730.0,4534263.0,132533.0,57027270.0,7.0,prior
real_estate,10621302.0,11244489.0,10621302.0,11244489.0,623187.0,866056698.0,1.0,total
school_income,1960320.0,25709.0,1960320.0,25709.0,1934611.0,1270680.0,61.0,current
school_income,458058.0,488045.0,458058.0,488045.0,29987.0,38241942.0,1.0,prior
school_income,186597.0,248545.0,186597.0,248545.0,61948.0,3913403.0,5.0,total
use_and_occupancy,644655.0,736590.0,644655.0,736590.0,91935.0,42155345.0,2.0,current
use_and_occupancy,21449267.0,18965636.0,21449267.0,18965636.0,2483631.0,145374733.0,13.0,prior
use_and_occupancy,595545.0,1064880.0,595545.0,1064880.0,469335.0,8204455.0,7.0,total
liquor,22044812.0,20030516.0,22044812.0,20030516.0,2014296.0,153579188.0,13.0,current
liquor,6439924.0,5546193.0,6439924.0,5546193.0,893731.0,65760076.0,9.0,prior
liquor,373834.0,809450.0,373834.0,809450.0,435616.0,7726166.0,5.0,total
other_nontax,6813758.0,6355643.0,6813758.0,6355643.0,458115.0,73486242.0,8.0,total
total_revenue,42084847.0,38392947.0,42084847.0,38392947.0,3691900.0,1136548153.0,4.0,total
