name,aug_fy18,aug_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,5856306.0,6358809.0,12566532.0,11831612.0,734920.0,719563468.0,1.72,current
real_estate,4616891.0,5362787.0,9151154.0,9425114.0,-273960.0,50838846.0,15.25,prior
real_estate,10473197.0,11721596.0,21717686.0,21256726.0,460960.0,770402314.0,2.74,total
school_income,1001050.0,80200.0,1026759.0,292134.0,734625.0,2157241.0,32.25,current
school_income,359324.0,49750.0,847369.0,294406.0,552963.0,37362631.0,2.22,prior
school_income,260583.0,248392.0,509128.0,415260.0,93868.0,2730872.0,15.71,total
use_and_occupancy,619907.0,298142.0,1356497.0,709666.0,646831.0,40093503.0,3.27,current
use_and_occupancy,14763963.0,12208774.0,33729599.0,27067367.0,6662232.0,107870401.0,23.82,prior
use_and_occupancy,491564.0,583242.0,1556443.0,901182.0,655261.0,5243557.0,22.89,total
liquor,15255527.0,12792016.0,35286042.0,27968549.0,7317493.0,113113958.0,23.78,current
liquor,5950305.0,5708085.0,11496498.0,10754696.0,741802.0,53803502.0,17.61,prior
liquor,866631.0,385840.0,1676081.0,814888.0,861193.0,6823919.0,19.72,total
other_nontax,6816936.0,6093925.0,13172579.0,11569584.0,1602995.0,60627421.0,17.85,total
total_revenue,34166617.0,30985879.0,72559563.0,61796659.0,10762904.0,986394437.0,6.85,total
