name,oct_fy20,oct_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4908575.0,4377003.0,23743519.0,21550400.0,2193119.0,778591481.0,3.0,current
real_estate,3605723.0,3778664.0,15127019.0,16745934.0,1618915.0,30551981.0,33.0,prior
real_estate,8514298.0,8155667.0,38870538.0,38296334.0,574204.0,809143462.0,5.0,total
school_income,37100.0,56520.0,441823.0,2255187.0,1813364.0,4948177.0,8.0,current
school_income,2539865.0,1744992.0,4243102.0,3124342.0,1118760.0,43497898.0,9.0,prior
school_income,101062.0,265948.0,445292.0,874069.0,428777.0,2854708.0,13.0,total
use_and_occupancy,2640927.0,2010940.0,4688394.0,3998411.0,689983.0,46352606.0,9.0,current
use_and_occupancy,14206181.0,14111868.0,62289431.0,64038655.0,1749224.0,115050569.0,35.0,prior
use_and_occupancy,412438.0,386856.0,2331064.0,1683120.0,647944.0,5468936.0,30.0,total
liquor,14618619.0,14498724.0,64620495.0,65721775.0,1101280.0,120519505.0,35.0,current
liquor,6449969.0,6697325.0,26573762.0,23930504.0,2643258.0,49376238.0,35.0,prior
liquor,433820.0,355202.0,1256376.0,1290405.0,34029.0,4401624.0,22.0,total
other_nontax,6883789.0,7052527.0,27830138.0,25220909.0,2609229.0,53777862.0,34.0,total
total_revenue,32694733.0,31774378.0,136451388.0,135492616.0,958772.0,1034741612.0,12.0,total
