name,oct_fy19,oct_fy18,fy19_ytd,fy18_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,4377003.0,3850428,21524235,20285301.0,1238934,745418204.0,3.0,current
real_estate,3778664.0,3554661,16745934,16811969.0,66035,30104288.0,36.0,prior
real_estate,8155667.0,7405089,38270169,37097270.0,1172899,775522492.0,5.0,total
school_income,56520.0,57855,728434,1108991.0,380557,2502566.0,23.0,current
school_income,1744992.0,1349295,3124342,2661753.0,462589,35575658.0,8.0,prior
school_income,265948.0,222279,874069,892348.0,18279,3225931.0,21.0,total
use_and_occupancy,2010940.0,1571574,3998411,3554101.0,444310,38801589.0,9.0,current
use_and_occupancy,14111868.0,14621932,65591573,61586535.0,4005038,101232427.0,39.0,prior
use_and_occupancy,386856.0,898698,1683120,2647954.0,964834,7116880.0,19.0,total
liquor,14498724.0,15520630,67274693,64234489.0,3040204,108349307.0,38.0,current
liquor,6697325.0,5666357,23930504,23125527.0,804977,48269496.0,33.0,prior
liquor,355202.0,482004,1290405,2625323.0,1334918,6809595.0,16.0,total
pilots,7052527.0,6148361,25220909,25750850.0,529941,55079091.0,31.0,total
other_nontax,,4619,4619,,4619,,,total
total_revenue,31774378.0,30708128,135492616,131750320.0,3742296,980255045.0,12.0,total
