name,apr_fy18,apr_fy17,fy18_ytd,fy17_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,35977774.0,22298482.0,722747867,642049369,80698498.0,9382133.0,99.0,current
real_estate,5663285.0,6300806.0,43958495,47840737,3882242.0,16031505.0,73.0,prior
real_estate,41641059.0,28599288.0,766706362,689890106,76816256.0,25413638.0,97.0,total
school_income,1773439.0,3887046.0,4547023,5889232,1342209.0,1363023.0,143.0,current
school_income,16653571.0,26747553.0,29914554,34028231,4113677.0,8295446.0,78.0,prior
school_income,847036.0,876857.0,4662431,3110398,1552033.0,1422431.0,144.0,total
use_and_occupancy,17500607.0,27624410.0,34576985,37138629,2561644.0,6873015.0,83.0,current
use_and_occupancy,12921254.0,10447620.0,140345119,108055430,32289689.0,1254881.0,99.0,prior
use_and_occupancy,854419.0,553327.0,6208511,5543035,665476.0,591489.0,91.0,total
liquor,13775673.0,11000947.0,146553630,113598465,32955165.0,1846370.0,99.0,current
liquor,4941081.0,4557979.0,55572863,50863331,4709532.0,9727137.0,85.0,prior
liquor,468167.0,756668.0,6442790,7249902,807112.0,2057210.0,76.0,total
pilots,5409248.0,5314647.0,62015653,58113233,3902420.0,11784347.0,84.0,total
other_nontax,,,4619,4619,,,,total
total_revenue,80100026.0,76426338.0,1014404272,904634284,109769988.0,44549728.0,96.0,total
