name,aug_fy17,aug_fy16,fy17_ytd,fy16_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,6358809.0,4987494.0,11831612.0,10815236.0,1016376.0,638662388.0,1.82,current
real_estate,5362787.0,3834656.0,9425114.0,10741088.0,1315974.0,61314886.0,13.32,prior
real_estate,11721596.0,8822150.0,21256726.0,21556324.0,299598.0,699977274.0,2.95,total
school_income,80200.0,79400.0,292134.0,283153.0,8981.0,4752866.0,5.79,current
school_income,49750.0,196697.0,294406.0,501467.0,207061.0,35205594.0,0.83,prior
school_income,248392.0,162624.0,415260.0,365582.0,49678.0,3984740.0,9.44,total
use_and_occupancy,298142.0,359321.0,709666.0,867049.0,157383.0,39190334.0,1.78,current
use_and_occupancy,12208774.0,10251280.0,27067367.0,25921288.0,1146079.0,104932633.0,20.51,prior
use_and_occupancy,583242.0,900582.0,901182.0,1625065.0,723883.0,6598818.0,12.02,total
liquor,12792016.0,11151862.0,27968549.0,27546353.0,422196.0,111531451.0,20.05,current
liquor,5708085.0,4233591.0,10754696.0,10166443.0,588253.0,49245304.0,17.92,prior
liquor,385840.0,261329.0,814888.0,710759.0,104129.0,4835112.0,14.42,total
other_nontax,6093925.0,4494920.0,11569584.0,10877202.0,692382.0,54080416.0,17.62,total
total_revenue,30985879.0,24907653.0,61796659.0,61130081.0,666578.0,909532341.0,6.36,total
