name,may_fy20,may_fy19,fy20_ytd,fy19_ytd,net_change,budget_requirement,pct_budgeted,kind
real_estate,7943118.0,11838480.0,804211736,794419919.0,9791817,9083736,101.0,current
real_estate,596744.0,4337095.0,34488762,48057064.0,13568302,10276238,77.0,prior
real_estate,8539862.0,16175575.0,838700497,842476982.0,3776485,1192503,100.0,total
school_income,9371104.0,7028471.0,36278471,46180565.0,9902094,13142316,73.0,current
school_income,96657.0,263887.0,1514017,3001806.0,1487789,622164,71.0,prior
school_income,9467762.0,7292358.0,37792488,49182370.0,11389883,13764480,73.0,total
use_and_occupancy,9495772.0,13396950.0,160183342,160382173.0,198831,17581901,112.0,current
use_and_occupancy,579944.0,748165.0,7576097,7597046.0,20948,1410822,84.0,prior
use_and_occupancy,10075717.0,14145116.0,167759439,167979218.0,219779,16171079,111.0,total
liquor,1758854.0,7692603.0,59668536,65890859.0,6222323,6348046,112.0,current
liquor,612370.0,468217.0,5545141,5508105.0,37036,325118,106.0,prior
liquor,2371224.0,8160821.0,65213677,71398964.0,6185287,6673164,111.0,total
pilots,1148813.0,913174.0,3528307,9256807.0,5728501,1861693,65.0,total
other_nontax,,,2557,,2557,2557,,total
total_revenue,31603377.0,46687044.0,1112996965,1140294343.0,27297378,6028124,101.0,total
