category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,6.5
opening_balance,1,758.8
tran,1,0.0
closing_balance,1,765.3
excess_of_receipts_over_disbursements,2,24.9
opening_balance,2,765.3
tran,2,0.0
closing_balance,2,790.1
excess_of_receipts_over_disbursements,3,65.2
opening_balance,3,790.1
tran,3,300.0
closing_balance,3,1155.4
excess_of_receipts_over_disbursements,4,-245.1
opening_balance,4,1155.4
tran,4,0.0
closing_balance,4,910.3
excess_of_receipts_over_disbursements,5,23.0
opening_balance,5,910.3
tran,5,0.0
closing_balance,5,933.3
excess_of_receipts_over_disbursements,6,-71.3
opening_balance,6,933.3
tran,6,0.0
closing_balance,6,862.0
excess_of_receipts_over_disbursements,7,13.6
opening_balance,7,862.0
tran,7,0.0
closing_balance,7,875.6
excess_of_receipts_over_disbursements,8,5.0
opening_balance,8,875.6
tran,8,0.0
closing_balance,8,880.6
excess_of_receipts_over_disbursements,9,-350.8
opening_balance,9,880.6
tran,9,0.0
closing_balance,9,529.8
excess_of_receipts_over_disbursements,10,376.1
opening_balance,10,529.8
tran,10,0.0
closing_balance,10,905.8
excess_of_receipts_over_disbursements,11,23.6
opening_balance,11,905.8
tran,11,-300.0
closing_balance,11,629.4
excess_of_receipts_over_disbursements,12,-124.2
opening_balance,12,629.4
tran,12,0.0
closing_balance,12,505.2
