category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-67.6
opening_balance,1,7.8
tran,1,0.0
closing_balance,1,-59.8
excess_of_receipts_over_disbursements,2,81.9
opening_balance,2,-59.8
tran,2,0.0
closing_balance,2,22.1
excess_of_receipts_over_disbursements,3,-71.4
opening_balance,3,22.1
tran,3,270.0
closing_balance,3,220.7
excess_of_receipts_over_disbursements,4,-46.7
opening_balance,4,220.7
tran,4,0.0
closing_balance,4,174.0
excess_of_receipts_over_disbursements,5,-51.1
opening_balance,5,174.0
tran,5,5.0
closing_balance,5,127.8
excess_of_receipts_over_disbursements,6,-105.5
opening_balance,6,127.8
tran,6,0.0
closing_balance,6,22.4
excess_of_receipts_over_disbursements,7,26.9
opening_balance,7,22.4
tran,7,0.0
closing_balance,7,49.3
excess_of_receipts_over_disbursements,8,190.2
opening_balance,8,49.3
tran,8,0.0
closing_balance,8,239.6
excess_of_receipts_over_disbursements,9,-120.2
opening_balance,9,239.6
tran,9,0.0
closing_balance,9,119.3
excess_of_receipts_over_disbursements,10,76.8
opening_balance,10,119.3
tran,10,0.0
closing_balance,10,196.2
excess_of_receipts_over_disbursements,11,118.2
opening_balance,11,196.2
tran,11,-275.0
closing_balance,11,39.4
excess_of_receipts_over_disbursements,12,-4.9
opening_balance,12,39.4
tran,12,0.0
closing_balance,12,34.5
