category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-39.6
opening_balance,1,533.9
tran,1,0.0
closing_balance,1,494.3
excess_of_receipts_over_disbursements,2,59.6
opening_balance,2,494.3
tran,2,0.0
closing_balance,2,553.9
excess_of_receipts_over_disbursements,3,22.6
opening_balance,3,553.9
tran,3,0.0
closing_balance,3,576.5
excess_of_receipts_over_disbursements,4,-111.7
opening_balance,4,576.5
tran,4,0.0
closing_balance,4,464.8
excess_of_receipts_over_disbursements,5,-34.8
opening_balance,5,464.8
tran,5,125.0
closing_balance,5,555.0
excess_of_receipts_over_disbursements,6,-23.8
opening_balance,6,555.0
tran,6,0.0
closing_balance,6,531.2
excess_of_receipts_over_disbursements,7,66.3
opening_balance,7,531.2
tran,7,0.0
closing_balance,7,597.5
excess_of_receipts_over_disbursements,8,329.3
opening_balance,8,597.5
tran,8,0.0
closing_balance,8,926.7
excess_of_receipts_over_disbursements,9,-417.2
opening_balance,9,926.7
tran,9,0.0
closing_balance,9,509.6
excess_of_receipts_over_disbursements,10,187.3
opening_balance,10,509.6
tran,10,0.0
closing_balance,10,696.9
excess_of_receipts_over_disbursements,11,-31.6
opening_balance,11,696.9
tran,11,-125.0
closing_balance,11,540.3
excess_of_receipts_over_disbursements,12,-6.9
opening_balance,12,540.3
tran,12,0.0
closing_balance,12,533.4
