category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,3.8
opening_balance,1,227.6
tran,1,0.0
closing_balance,1,231.4
excess_of_receipts_over_disbursements,2,-12.8
opening_balance,2,231.4
tran,2,0.0
closing_balance,2,218.6
excess_of_receipts_over_disbursements,3,9.2
opening_balance,3,218.6
tran,3,0.0
closing_balance,3,227.8
excess_of_receipts_over_disbursements,4,-1.3
opening_balance,4,227.8
tran,4,0.0
closing_balance,4,226.5
excess_of_receipts_over_disbursements,5,-409.9
opening_balance,5,226.5
tran,5,350.0
closing_balance,5,166.6
excess_of_receipts_over_disbursements,6,-101.4
opening_balance,6,166.6
tran,6,0.0
closing_balance,6,65.2
excess_of_receipts_over_disbursements,7,-74.0
opening_balance,7,65.2
tran,7,0.0
closing_balance,7,-8.8
excess_of_receipts_over_disbursements,8,170.7
opening_balance,8,-8.8
tran,8,0.0
closing_balance,8,161.9
excess_of_receipts_over_disbursements,9,49.8
opening_balance,9,161.9
tran,9,0.0
closing_balance,9,211.7
excess_of_receipts_over_disbursements,10,109.9
opening_balance,10,211.7
tran,10,0.0
closing_balance,10,321.6
excess_of_receipts_over_disbursements,11,74.9
opening_balance,11,321.6
tran,11,-350.0
closing_balance,11,46.5
excess_of_receipts_over_disbursements,12,-24.7
opening_balance,12,46.5
tran,12,0.0
closing_balance,12,21.8
