category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-357.2
opening_balance,1,355.7
tran,1,310.0
closing_balance,1,308.6
excess_of_receipts_over_disbursements,2,58.1
opening_balance,2,308.6
tran,2,0.0
closing_balance,2,366.7
excess_of_receipts_over_disbursements,3,-15.1
opening_balance,3,366.7
tran,3,0.0
closing_balance,3,351.6
excess_of_receipts_over_disbursements,4,8.3
opening_balance,4,351.6
tran,4,0.0
closing_balance,4,359.9
excess_of_receipts_over_disbursements,5,-21.8
opening_balance,5,359.9
tran,5,0.0
closing_balance,5,338.0
excess_of_receipts_over_disbursements,6,-45.3
opening_balance,6,338.0
tran,6,0.0
closing_balance,6,292.8
excess_of_receipts_over_disbursements,7,9.3
opening_balance,7,292.8
tran,7,0.0
closing_balance,7,302.0
excess_of_receipts_over_disbursements,8,141.4
opening_balance,8,302.0
tran,8,0.0
closing_balance,8,443.5
excess_of_receipts_over_disbursements,9,30.2
opening_balance,9,443.5
tran,9,0.0
closing_balance,9,473.7
excess_of_receipts_over_disbursements,10,46.9
opening_balance,10,473.7
tran,10,0.0
closing_balance,10,520.6
excess_of_receipts_over_disbursements,11,73.8
opening_balance,11,520.6
tran,11,-310.0
closing_balance,11,284.4
excess_of_receipts_over_disbursements,12,4.1
opening_balance,12,284.4
tran,12,0.0
closing_balance,12,288.5
