category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-64.6
opening_balance,1,505.8
tran,1,0.0
closing_balance,1,441.2
excess_of_receipts_over_disbursements,2,-351.5
opening_balance,2,441.2
tran,2,200.0
closing_balance,2,289.7
excess_of_receipts_over_disbursements,3,-85.5
opening_balance,3,289.7
tran,3,0.0
closing_balance,3,204.3
excess_of_receipts_over_disbursements,4,65.7
opening_balance,4,204.3
tran,4,0.0
closing_balance,4,270.0
excess_of_receipts_over_disbursements,5,-86.7
opening_balance,5,270.0
tran,5,0.0
closing_balance,5,183.3
excess_of_receipts_over_disbursements,6,-89.3
opening_balance,6,183.3
tran,6,0.0
closing_balance,6,94.0
excess_of_receipts_over_disbursements,7,-33.3
opening_balance,7,94.0
tran,7,0.0
closing_balance,7,60.7
excess_of_receipts_over_disbursements,8,209.9
opening_balance,8,60.7
tran,8,0.0
closing_balance,8,270.6
excess_of_receipts_over_disbursements,9,75.1
opening_balance,9,270.6
tran,9,0.0
closing_balance,9,345.7
excess_of_receipts_over_disbursements,10,126.2
opening_balance,10,345.7
tran,10,0.0
closing_balance,10,471.8
excess_of_receipts_over_disbursements,11,125.5
opening_balance,11,471.8
tran,11,-200.0
closing_balance,11,397.3
excess_of_receipts_over_disbursements,12,-86.3
opening_balance,12,397.3
tran,12,0.0
closing_balance,12,311.0
