category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-118.5
opening_balance,1,400.4
tran,1,0.0
closing_balance,1,281.9
excess_of_receipts_over_disbursements,2,71.0
opening_balance,2,281.9
tran,2,175.0
closing_balance,2,528.0
excess_of_receipts_over_disbursements,3,-0.1
opening_balance,3,528.0
tran,3,0.0
closing_balance,3,527.8
excess_of_receipts_over_disbursements,4,-120.3
opening_balance,4,527.8
tran,4,0.0
closing_balance,4,407.5
excess_of_receipts_over_disbursements,5,4.3
opening_balance,5,407.5
tran,5,0.0
closing_balance,5,411.8
excess_of_receipts_over_disbursements,6,-50.1
opening_balance,6,411.8
tran,6,0.0
closing_balance,6,361.7
excess_of_receipts_over_disbursements,7,68.5
opening_balance,7,361.7
tran,7,0.0
closing_balance,7,430.2
excess_of_receipts_over_disbursements,8,278.9
opening_balance,8,430.2
tran,8,0.0
closing_balance,8,709.1
excess_of_receipts_over_disbursements,9,-369.2
opening_balance,9,709.1
tran,9,0.0
closing_balance,9,339.8
excess_of_receipts_over_disbursements,10,119.0
opening_balance,10,339.8
tran,10,0.0
closing_balance,10,458.9
excess_of_receipts_over_disbursements,11,86.6
opening_balance,11,458.9
tran,11,-175.0
closing_balance,11,370.4
excess_of_receipts_over_disbursements,12,-33.7
opening_balance,12,370.4
tran,12,0.0
closing_balance,12,336.8
