category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-12.4
opening_balance,1,280.7
tran,1,0.0
closing_balance,1,268.3
excess_of_receipts_over_disbursements,2,-55.3
opening_balance,2,268.3
tran,2,0.0
closing_balance,2,213.0
excess_of_receipts_over_disbursements,3,57.2
opening_balance,3,213.0
tran,3,0.0
closing_balance,3,270.2
excess_of_receipts_over_disbursements,4,-47.4
opening_balance,4,270.2
tran,4,0.0
closing_balance,4,222.7
excess_of_receipts_over_disbursements,5,-78.5
opening_balance,5,222.7
tran,5,0.0
closing_balance,5,144.2
excess_of_receipts_over_disbursements,6,32.5
opening_balance,6,144.2
tran,6,175.0
closing_balance,6,351.8
excess_of_receipts_over_disbursements,7,26.5
opening_balance,7,351.8
tran,7,0.0
closing_balance,7,378.3
excess_of_receipts_over_disbursements,8,246.4
opening_balance,8,378.3
tran,8,0.0
closing_balance,8,624.7
excess_of_receipts_over_disbursements,9,-336.3
opening_balance,9,624.7
tran,9,0.0
closing_balance,9,288.4
excess_of_receipts_over_disbursements,10,85.9
opening_balance,10,288.4
tran,10,0.0
closing_balance,10,374.3
excess_of_receipts_over_disbursements,11,99.0
opening_balance,11,374.3
tran,11,-175.0
closing_balance,11,298.3
excess_of_receipts_over_disbursements,12,-45.8
opening_balance,12,298.3
tran,12,0.0
closing_balance,12,252.6
