category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-91.9
opening_balance,1,768.9
tran,1,0.0
closing_balance,1,677.1
excess_of_receipts_over_disbursements,2,19.4
opening_balance,2,677.1
tran,2,0.0
closing_balance,2,696.4
excess_of_receipts_over_disbursements,3,51.0
opening_balance,3,696.4
tran,3,0.0
closing_balance,3,747.4
excess_of_receipts_over_disbursements,4,-145.4
opening_balance,4,747.4
tran,4,0.0
closing_balance,4,602.0
excess_of_receipts_over_disbursements,5,-0.7
opening_balance,5,602.0
tran,5,0.0
closing_balance,5,601.3
excess_of_receipts_over_disbursements,6,-145.2
opening_balance,6,601.3
tran,6,0.0
closing_balance,6,456.1
excess_of_receipts_over_disbursements,7,44.5
opening_balance,7,456.1
tran,7,0.0
closing_balance,7,500.6
excess_of_receipts_over_disbursements,8,312.9
opening_balance,8,500.6
tran,8,0.0
closing_balance,8,813.5
excess_of_receipts_over_disbursements,9,-349.3
opening_balance,9,813.5
tran,9,0.0
closing_balance,9,464.2
excess_of_receipts_over_disbursements,10,205.5
opening_balance,10,464.2
tran,10,0.0
closing_balance,10,669.7
excess_of_receipts_over_disbursements,11,56.3
opening_balance,11,669.7
tran,11,0.0
closing_balance,11,726.0
excess_of_receipts_over_disbursements,12,-41.5
opening_balance,12,726.0
tran,12,0.0
closing_balance,12,684.6
