category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-124.2
opening_balance,1,400.4
tran,1,0.0
closing_balance,1,276.2
excess_of_receipts_over_disbursements,2,71.0
opening_balance,2,276.2
tran,2,175.0
closing_balance,2,522.2
excess_of_receipts_over_disbursements,3,0.0
opening_balance,3,522.2
tran,3,0.0
closing_balance,3,522.3
excess_of_receipts_over_disbursements,4,-120.6
opening_balance,4,522.3
tran,4,0.0
closing_balance,4,401.7
excess_of_receipts_over_disbursements,5,44.5
opening_balance,5,401.7
tran,5,0.0
closing_balance,5,446.1
excess_of_receipts_over_disbursements,6,-56.9
opening_balance,6,446.1
tran,6,0.0
closing_balance,6,389.2
excess_of_receipts_over_disbursements,7,6.6
opening_balance,7,389.2
tran,7,0.0
closing_balance,7,395.8
excess_of_receipts_over_disbursements,8,383.2
opening_balance,8,395.8
tran,8,0.0
closing_balance,8,779.0
excess_of_receipts_over_disbursements,9,-450.0
opening_balance,9,779.0
tran,9,0.0
closing_balance,9,329.0
excess_of_receipts_over_disbursements,10,240.9
opening_balance,10,329.0
tran,10,0.0
closing_balance,10,569.9
excess_of_receipts_over_disbursements,11,48.6
opening_balance,11,569.9
tran,11,-175.0
closing_balance,11,443.5
excess_of_receipts_over_disbursements,12,-77.9
opening_balance,12,443.5
tran,12,0.0
closing_balance,12,365.6
