category,fiscal_month,amount
excess_of_receipts_over_disbursements,1,-273.9
opening_balance,1,981.3
tran,1,0.0
closing_balance,1,707.4
excess_of_receipts_over_disbursements,2,125.9
opening_balance,2,707.4
tran,2,0.0
closing_balance,2,833.3
excess_of_receipts_over_disbursements,3,-40.4
opening_balance,3,833.3
tran,3,0.0
closing_balance,3,792.9
excess_of_receipts_over_disbursements,4,-196.3
opening_balance,4,792.9
tran,4,0.0
closing_balance,4,596.7
excess_of_receipts_over_disbursements,5,-75.1
opening_balance,5,596.7
tran,5,0.0
closing_balance,5,521.6
excess_of_receipts_over_disbursements,6,-111.3
opening_balance,6,521.6
tran,6,0.0
closing_balance,6,410.3
excess_of_receipts_over_disbursements,7,-0.9
opening_balance,7,410.3
tran,7,0.0
closing_balance,7,409.4
excess_of_receipts_over_disbursements,8,218.9
opening_balance,8,409.4
tran,8,0.0
closing_balance,8,628.3
excess_of_receipts_over_disbursements,9,-237.5
opening_balance,9,628.3
tran,9,0.0
closing_balance,9,390.7
excess_of_receipts_over_disbursements,10,369.5
opening_balance,10,390.7
tran,10,0.0
closing_balance,10,760.3
excess_of_receipts_over_disbursements,11,34.4
opening_balance,11,760.3
tran,11,0.0
closing_balance,11,794.7
excess_of_receipts_over_disbursements,12,4.1
opening_balance,12,794.7
tran,12,0.0
closing_balance,12,798.8
